chrom	start	end	boundary_span	jaspar_score	strand	log2_insulation_score_200000	boundary_strength_200000	seq_id
chr1	75312561	75312580	75310000-75320000	837.0	+	-0.0135782572738383	0.436522845068894	172
chr1	75315013	75315032	75310000-75320000	839.0	-	-0.0135782572738383	0.436522845068894	173
chr1	75315311	75315330	75310000-75320000	802.0	-	-0.0135782572738383	0.436522845068894	174
chr1	75315533	75315552	75310000-75320000	857.0	+	-0.0135782572738383	0.436522845068894	175
chr1	75316593	75316612	75310000-75320000	825.0	+	-0.0135782572738383	0.436522845068894	176
chr1	75317094	75317113	75310000-75320000	807.0	+	-0.0135782572738383	0.436522845068894	177
chr1	76695995	76696014	76690000-76700000	822.0	-	-0.2609899351918816	0.2668019569830678	178
chr1	77533814	77533833	77530000-77540000	813.0	-	-0.8513615846051035	1.0969475968903386	179
chr1	77539831	77539850	77530000-77540000	852.0	-	-0.8513615846051035	1.0969475968903386	180
chr1	77931229	77931248	77930000-77940000	830.0	-	-0.6734117167649595	0.7166428827072876	181
chr1	77935053	77935072	77930000-77940000	817.0	+	-0.6734117167649595	0.7166428827072876	182
chr1	78190021	78190040	78190000-78200000	809.0	+	-0.109982146422834	0.3246710391027532	183
chr1	78190369	78190388	78190000-78200000	815.0	-	-0.109982146422834	0.3246710391027532	184
chr1	78194011	78194030	78190000-78200000	803.0	+	-0.109982146422834	0.3246710391027532	185
chr1	78195388	78195407	78190000-78200000	801.0	-	-0.109982146422834	0.3246710391027532	186
chr1	78195561	78195580	78190000-78200000	834.0	-	-0.109982146422834	0.3246710391027532	187
chr1	78198562	78198581	78190000-78200000	803.0	-	-0.109982146422834	0.3246710391027532	188
chr1	78724639	78724658	78720000-78730000	875.0	+	-0.6625666229733278	0.7372215766496216	189
chr1	78726005	78726024	78720000-78730000	823.0	+	-0.6625666229733278	0.7372215766496216	190
chr1	78726372	78726391	78720000-78730000	845.0	-	-0.6625666229733278	0.7372215766496216	191
chr1	79760278	79760297	79760000-79770000	812.0	-	-0.7468837569892723	0.8672350764235138	192
chr1	80178189	80178208	80170000-80180000	839.0	-	-0.770012843030646	1.0458805202736972	193
chr1	80778647	80778666	80770000-80780000	831.0	+	-0.4925583462283371	0.6570407443907935	194
chr1	80778824	80778843	80770000-80780000	818.0	+	-0.4925583462283371	0.6570407443907935	195
chr1	81293985	81294004	81290000-81300000	857.0	-	-0.976662109566095	1.6615786655375349	196
chr1	81296313	81296332	81290000-81300000	853.0	-	-0.976662109566095	1.6615786655375349	197
chr1	81296766	81296785	81290000-81300000	805.0	+	-0.976662109566095	1.6615786655375349	198
chr1	82480888	82480907	82480000-82490000	814.0	+	-0.620913354072803	0.5652040099096267	199
chr1	82485166	82485185	82480000-82490000	807.0	-	-0.620913354072803	0.5652040099096267	200
chr1	82486660	82486679	82480000-82490000	807.0	+	-0.620913354072803	0.5652040099096267	201
chr1	82487529	82487548	82480000-82490000	807.0	-	-0.620913354072803	0.5652040099096267	202
chr1	82761750	82761769	82760000-82770000	837.0	-	-0.6280704032394515	0.7529040901419525	203
chr1	82761985	82762004	82760000-82770000	817.0	-	-0.6280704032394515	0.7529040901419525	204
chr1	83727306	83727325	83720000-83730000	871.0	+	-0.7740887042238467	1.1938796346395817	205
chr1	84693985	84694004	84690000-84700000	826.0	-	-0.6232295830353038	1.0035676830010578	206
chr1	84694206	84694225	84690000-84700000	835.0	+	-0.6232295830353038	1.0035676830010578	207
chr1	84697198	84697217	84690000-84700000	842.0	-	-0.6232295830353038	1.0035676830010578	208
chr1	84697342	84697361	84690000-84700000	854.0	+	-0.6232295830353038	1.0035676830010578	209
chr1	84697443	84697462	84690000-84700000	940.0	-	-0.6232295830353038	1.0035676830010578	210
chr1	85842440	85842459	85840000-85850000	934.0	-	-0.0130076133746567	0.3628479572429836	211
chr1	85845211	85845230	85840000-85850000	814.0	+	-0.0130076133746567	0.3628479572429836	212
chr1	85849570	85849589	85840000-85850000	832.0	-	-0.0130076133746567	0.3628479572429836	213
chr1	86056421	86056440	86050000-86060000	804.0	+	-0.3210157268498012	0.8884864569966078	214
chr1	86059625	86059644	86050000-86060000	935.0	+	-0.3210157268498012	0.8884864569966078	215
chr1	86353210	86353229	86350000-86360000	815.0	-	-0.5007335316090853	0.468324748253265	216
chr1	86357216	86357235	86350000-86360000	824.0	+	-0.5007335316090853	0.468324748253265	217
chr1	86359992	86360011	86350000-86360000	835.0	-	-0.5007335316090853	0.468324748253265	218
chr1	86596642	86596661	86590000-86600000	804.0	-	-0.6443685348248313	1.2855597933049072	219
chr1	86598680	86598699	86590000-86600000	904.0	+	-0.6443685348248313	1.2855597933049072	220
chr1	87070112	87070131	87070000-87080000	828.0	+	-0.3896013142608449	1.0285709922837531	221
chr1	87070895	87070914	87070000-87080000	961.0	-	-0.3896013142608449	1.0285709922837531	222
chr1	87072251	87072270	87070000-87080000	817.0	-	-0.3896013142608449	1.0285709922837531	223
chr1	87447668	87447687	87440000-87450000	916.0	+	-0.1797561358300959	0.4400218055978349	224
chr1	87449170	87449189	87440000-87450000	804.0	-	-0.1797561358300959	0.4400218055978349	225
chr1	88044374	88044393	88040000-88050000	837.0	+	-0.5520513182708892	0.5335473298425287	226
chr1	88048604	88048623	88040000-88050000	837.0	+	-0.5520513182708892	0.5335473298425287	227
chr1	88301804	88301823	88300000-88310000	873.0	-	-0.98836236741861	1.7082303838693615	228
chr1	88308305	88308324	88300000-88310000	826.0	-	-0.98836236741861	1.7082303838693615	229
chr1	88742574	88742593	88740000-88750000	905.0	-	-0.6813818872267947	1.1154867720001904	230
chr1	88743423	88743442	88740000-88750000	851.0	+	-0.6813818872267947	1.1154867720001904	231
chr1	88746708	88746727	88740000-88750000	820.0	+	-0.6813818872267947	1.1154867720001904	232
chr1	88748076	88748095	88740000-88750000	824.0	+	-0.6813818872267947	1.1154867720001904	233
chr1	89631938	89631957	89630000-89640000	944.0	-	-0.4799196648765118	0.8991859199790158	234
chr1	89633204	89633223	89630000-89640000	805.0	+	-0.4799196648765118	0.8991859199790158	235
chr1	89634250	89634269	89630000-89640000	811.0	-	-0.4799196648765118	0.8991859199790158	236
chr1	89634438	89634457	89630000-89640000	804.0	+	-0.4799196648765118	0.8991859199790158	237
chr1	89637281	89637300	89630000-89640000	800.0	+	-0.4799196648765118	0.8991859199790158	238
chr1	90004496	90004515	90000000-90010000	810.0	+	-0.6839994351720855	1.0554709745806987	239
chr1	90007087	90007106	90000000-90010000	805.0	-	-0.6839994351720855	1.0554709745806987	240
chr1	90008325	90008344	90000000-90010000	843.0	+	-0.6839994351720855	1.0554709745806987	241
chr1	90602067	90602086	90600000-90610000	838.0	+	-0.9218135139990716	1.6252692117321406	242
chr1	90602736	90602755	90600000-90610000	814.0	-	-0.9218135139990716	1.6252692117321406	243
chr1	90607597	90607616	90600000-90610000	800.0	+	-0.9218135139990716	1.6252692117321406	244
chr1	90607923	90607942	90600000-90610000	803.0	-	-0.9218135139990716	1.6252692117321406	245
chr1	90608112	90608131	90600000-90610000	865.0	-	-0.9218135139990716	1.6252692117321406	246
chr1	90892931	90892950	90890000-90900000	826.0	+	-0.3873838114046948	0.7812049739282747	247
chr1	91533010	91533029	91530000-91540000	814.0	+	-0.3840939028985883	0.6913390896503961	248
chr1	91533619	91533638	91530000-91540000	807.0	+	-0.3840939028985883	0.6913390896503961	249
chr1	91534880	91534899	91530000-91540000	839.0	+	-0.3840939028985883	0.6913390896503961	250
chr1	91912317	91912336	91910000-91920000	809.0	-	-0.3866554427046344	0.7732209262350398	251
chr1	91912404	91912423	91910000-91920000	814.0	-	-0.3866554427046344	0.7732209262350398	252
chr1	91914009	91914028	91910000-91920000	937.0	+	-0.3866554427046344	0.7732209262350398	253
chr1	91916682	91916701	91910000-91920000	807.0	+	-0.3866554427046344	0.7732209262350398	254
chr1	91917943	91917962	91910000-91920000	914.0	+	-0.3866554427046344	0.7732209262350398	255
chr1	91918559	91918578	91910000-91920000	816.0	+	-0.3866554427046344	0.7732209262350398	256
chr1	92462662	92462681	92460000-92470000	805.0	+	-0.2827477127199608	0.5979128036788752	257
chr1	92466740	92466759	92460000-92470000	800.0	-	-0.2827477127199608	0.5979128036788752	258
chr1	92634247	92634266	92630000-92640000	805.0	+	-0.224611771287306	0.2621643403887089	259
chr1	92635230	92635249	92630000-92640000	812.0	-	-0.224611771287306	0.2621643403887089	260
chr1	92637888	92637907	92630000-92640000	862.0	-	-0.224611771287306	0.2621643403887089	261
chr1	92638505	92638524	92630000-92640000	805.0	-	-0.224611771287306	0.2621643403887089	262
chr1	92911090	92911109	92910000-92920000	830.0	-	-0.4517507533189994	0.8998418523158344	263
chr1	92911587	92911606	92910000-92920000	836.0	+	-0.4517507533189994	0.8998418523158344	264
chr1	92912474	92912493	92910000-92920000	876.0	-	-0.4517507533189994	0.8998418523158344	265
chr1	92912929	92912948	92910000-92920000	802.0	+	-0.4517507533189994	0.8998418523158344	266
chr1	92913188	92913207	92910000-92920000	814.0	+	-0.4517507533189994	0.8998418523158344	267
chr1	92916735	92916754	92910000-92920000	819.0	-	-0.4517507533189994	0.8998418523158344	268
chr1	92917759	92917778	92910000-92920000	830.0	-	-0.4517507533189994	0.8998418523158344	269
chr1	93506254	93506273	93500000-93510000	849.0	+	-0.1549160161045014	0.5528752401900221	270
chr1	93507220	93507239	93500000-93510000	908.0	-	-0.1549160161045014	0.5528752401900221	271
chr1	96801831	96801850	96800000-96810000	953.0	-	-0.7336535926673291	0.9121966404833536	272
chr1	97702475	97702494	97700000-97710000	848.0	+	-0.7507532799676258	1.0518428447713315	273
chr1	98392219	98392238	98390000-98400000	852.0	-	-0.4532557445751253	0.5222618610770687	274
chr1	100987031	100987050	100980000-100990000	832.0	-	-0.2947671689224403	0.312303322005954	275
chr1	103796520	103796539	103790000-103800000	863.0	+	-0.9040574343099922	1.3823615026019052	276
chr1	103799500	103799519	103790000-103800000	913.0	+	-0.9040574343099922	1.3823615026019052	277
chr1	105650038	105650057	105650000-105660000	803.0	-	-0.6009676286489611	0.8093813117022374	278
chr1	108818959	108818978	108810000-108820000	820.0	+	-0.5514728699363918	0.7059536850934908	279
chr1	111644355	111644374	111640000-111650000	824.0	+	-0.8241324081387815	1.2780122929969302	280
chr1	112386321	112386340	112380000-112390000	809.0	+	-0.6035620414460612	0.8549821063443441	281
chr1	113754450	113754469	113750000-113760000	830.0	-	-0.2227865096313351	0.2697720760414724	282
chr1	113754617	113754636	113750000-113760000	819.0	+	-0.2227865096313351	0.2697720760414724	283
chr1	113756981	113757000	113750000-113760000	833.0	-	-0.2227865096313351	0.2697720760414724	284
chr1	115675040	115675059	115670000-115680000	857.0	+	-0.2945473825823263	0.3196205632524538	285
chr1	118341286	118341305	118340000-118350000	800.0	+	-0.1968249159355158	0.5921202028994516	286
chr1	118343539	118343558	118340000-118350000	802.0	+	-0.1968249159355158	0.5921202028994516	287
chr1	118510098	118510117	118510000-118520000	824.0	-	-0.1382126243953542	0.2633795989033387	288
chr1	118510679	118510698	118510000-118520000	809.0	-	-0.1382126243953542	0.2633795989033387	289
chr1	118511527	118511546	118510000-118520000	807.0	-	-0.1382126243953542	0.2633795989033387	290
chr1	118519942	118519961	118510000-118520000	832.0	+	-0.1382126243953542	0.2633795989033387	291
chr1	118771064	118771083	118770000-118780000	800.0	-	-0.3408435400514731	0.760384858837515	292
chr1	118772496	118772515	118770000-118780000	953.0	-	-0.3408435400514731	0.760384858837515	293
chr1	118776733	118776752	118770000-118780000	834.0	+	-0.3408435400514731	0.760384858837515	294
chr1	119082489	119082508	119080000-119090000	806.0	-	-0.3673485764789998	0.9476030661496916	295
chr1	119083843	119083862	119080000-119090000	907.0	-	-0.3673485764789998	0.9476030661496916	296
