# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11
chr1_KI270712v1_random:108400-108600	0.097939	0.715158	0.998323	0.982658	2.042307	0.688370	0.656441	0.070297	1.822181	-0.341901	0.330923
chr9:80224900-80225100	-0.161650	0.240339	0.569772	-1.156245	-0.076600	0.388804	-0.020358	0.754511	0.617254	0.938252	1.281481
chr6:141489000-141489200	0.159797	-0.293550	0.931431	0.808668	1.556147	0.734419	1.297922	-0.114473	0.617254	0.808566	0.330923
chr4:65190500-65190700	-0.042031	-0.096343	0.540214	0.949815	-0.222646	0.388804	0.733485	-1.352726	0.617254	-0.154953	0.330923
chr3:160944700-160944900	-1.236399	-0.676526	-2.473039	-0.518268	-0.802525	-1.405959	0.710575	-1.283320	-1.792600	-1.751754	-2.294927
chr3:96485700-96485900	0.692331	-0.657950	-0.737527	2.350770	-0.645583	0.729962	-0.129685	-0.473497	3.027108	0.972208	0.556746
chrX:106521300-106521500	-2.090380	-0.440321	-0.115279	-0.278422	-1.153958	-1.405959	-2.010749	-1.163790	-1.792600	-2.390098	-1.570192
chr18:30614200-30614400	0.097939	-0.379490	0.668943	0.571480	-0.542414	0.734419	0.159244	-0.349844	-0.444546	-0.343871	0.556746
chr8:7485000-7485200	-0.044717	0.364288	-0.114748	-0.095652	-0.678847	0.620946	-0.252313	0.806386	0.760381	0.448702	-0.506723
chr14:86679300-86679500	0.951920	-0.803770	0.499349	-0.111237	-1.329539	0.511267	-0.053294	0.288269	1.822181	-0.749920	1.394392
chr18:43699300-43699500	1.491448	-0.920927	-1.307706	-0.739580	-0.439082	0.688370	-1.749404	-2.159796	-2.711274	-0.239245	2.232039
chr2:186747300-186747500	0.118289	0.681400	0.167885	0.748078	0.668834	0.688370	-0.480504	-0.039241	1.822181	0.174058	-0.393811
chrX:82042000-82042200	-0.464626	1.091344	1.437608	0.634153	-0.422735	0.734419	0.392852	-0.243774	0.617254	-0.752754	-0.393811
chr2:125892100-125892300	-1.229615	-0.214514	-1.447791	0.157797	-0.802525	0.708587	0.178813	0.317056	-1.506347	-0.053689	-1.231458
chr4:58863900-58864100	0.607436	0.282721	0.199731	0.220756	0.668834	0.620946	-0.129886	1.592636	-0.587673	1.365733	1.281481
chr13:110252500-110252700	-0.317873	-1.145736	-1.865973	-2.358271	-2.071828	-1.447551	-0.965848	-1.194199	-1.506347	-2.039015	-1.344369
chr8:14590700-14590900	-0.099792	2.871011	-0.452717	-0.612625	-1.153958	0.708587	1.052487	0.311481	0.617254	0.963300	-0.506723
chr5:102526000-102526200	0.896845	0.766676	0.492524	-0.138260	-0.076600	0.451771	0.407329	0.424488	1.822181	0.717364	-0.506723
chr12:74228700-74228900	0.678764	0.467292	0.807821	1.620649	1.308791	0.087466	-0.521134	2.152729	0.617254	-0.963584	-0.506723
chr4:181081100-181081300	0.095253	-0.099103	-0.018362	-0.402360	0.047078	0.456228	0.300424	0.922544	-0.587673	-0.000504	0.443835
chr8:64297700-64297900	0.019827	0.043514	0.895871	-0.416406	1.221060	0.734419	-0.137945	1.763453	0.617254	0.330484	-0.393811
chr6:46678900-46679100	0.384662	1.816685	1.011876	-0.336805	-0.434055	-1.447551	1.242849	2.188426	0.617254	0.379637	0.330923
chr15:87883200-87883400	0.818734	-0.311070	0.561050	-0.036794	-0.076600	-1.405959	1.242902	0.806879	0.617254	0.390581	1.168569
chr5:76757200-76757400	0.671981	0.340431	-1.085552	-1.064334	0.133808	0.451771	-0.548323	-0.215470	0.760381	0.277971	1.168569
chrX:87233700-87233900	0.033394	0.046582	1.115068	-0.989488	1.855406	0.708587	0.024653	-0.272272	0.617254	0.969078	0.330923
chr4:135989400-135989600	1.319441	-1.118333	-0.507256	1.744520	-0.076600	0.776011	0.737922	0.482463	0.760381	-0.817076	-0.506723
chr6:46088600-46088800	-0.035248	1.436006	0.443833	2.005573	-0.375859	0.688370	0.722256	-1.063843	0.760381	-0.449141	0.443835
chr8:83122500-83122700	0.685548	-0.454047	0.305964	0.015662	0.113463	0.688370	0.012039	3.533108	-0.444546	0.878545	0.330923
chr1:105493400-105493600	0.883278	1.799578	2.342924	0.866652	0.087933	0.734419	0.888554	2.409284	0.617254	-0.116508	1.281481
chr10:53385100-53385300	1.036815	1.220108	0.587569	0.136324	0.580984	0.456228	0.819787	0.404433	0.617254	0.374184	1.168569
chr15:97641000-97641200	-2.076813	-0.268084	-1.876349	-0.701454	-0.375859	0.708587	-0.824776	1.691829	-0.587673	-1.454984	-1.344369
chrY:4958300-4958500	1.163218	0.807370	-0.177868	0.032113	0.000866	0.688370	0.269059	-0.437184	0.760381	0.544006	-0.393811
chr11:25215800-25216000	-1.025101	-2.298993	-2.490397	-2.270884	-0.375859	-1.493600	-1.412539	-0.057811	-1.506347	-1.292394	-0.393811
chr2:200016300-200016500	-0.758729	0.772574	0.652801	1.019329	0.498160	0.729962	0.022913	0.403885	0.617254	0.531717	0.556746
chr14:68272500-68272700	0.965487	-0.568880	0.958240	0.521737	-0.076600	0.729962	0.993164	0.060398	1.965308	0.396974	0.330923
chr12:26772400-26772600	-0.157552	0.348816	1.090282	0.297419	-0.375859	0.688370	2.278001	0.385431	-0.301420	-1.250355	-0.506723
chr11:37743400-37743600	-1.158287	-0.760040	-1.086246	-0.426337	-0.843380	0.734419	-1.663006	-1.163790	-0.587673	-1.318239	-2.182015
chr8:112236000-112236200	0.091155	-0.170092	2.047602	-0.225084	0.047078	0.734419	0.033692	-0.538598	-0.444546	0.447973	1.281481
chr1:187251600-187251800	0.019827	-0.345128	0.112081	0.251625	-0.010215	0.666995	1.043183	0.301231	0.760381	0.616835	0.443835
chr1:247964900-247965100	-0.106575	-0.004469	0.012643	-0.139218	-0.263500	0.729962	1.171509	1.691829	-0.444546	1.541031	-0.506723
chr12:81643000-81643200	0.364311	-0.318594	-0.666887	-0.763292	0.036813	0.776011	-1.136918	-0.896005	0.617254	0.245818	-0.732546
chr4:12648300-12648500	-0.171120	0.374464	-0.799132	0.232954	0.047078	0.688370	0.070298	0.269345	-0.444546	-0.423874	-0.393811
chr14_KI270722v1_random:151500-151700	0.322803	1.979693	0.466931	-0.613546	-0.122811	0.456228	1.166890	0.491536	0.617254	0.553956	1.281481
chr8:110303000-110303200	0.026611	0.590130	0.541138	-0.753698	0.274834	0.688370	0.040870	0.491808	-0.444546	-0.149515	0.330923
chr14:29826300-29826500	-0.106575	-2.194216	-2.696729	-2.920750	-1.848981	-1.493600	0.938605	0.667199	-1.506347	-2.278042	-0.506723
chrX:125280600-125280800	0.497497	-0.538206	-0.625034	-0.549892	-1.030280	-1.295551	-1.006595	-0.435064	0.617254	0.428352	-0.393811
chr5:26932900-26933100	-0.246545	0.858553	0.489222	0.072012	1.468416	0.688370	0.962001	0.803956	-0.444546	-0.281152	-1.231458
chr8:77733500-77733700	-1.025101	-0.739488	1.148231	-0.596956	-0.076600	0.708587	-0.750861	1.066587	-0.587673	0.912294	-0.506723
chr3:163029300-163029500	-0.878348	-0.329646	0.690454	0.310831	1.954576	0.688370	-0.392175	0.480605	0.617254	-0.999840	0.330923
chr1:195389100-195389300	0.993428	-0.410620	0.657604	0.285655	1.619370	0.272431	-0.021490	-0.807340	0.617254	-0.379045	2.006216
chr2:14760500-14760700	-0.317873	-1.234241	-1.793003	-1.367552	-1.030280	0.729962	-1.240576	-0.936166	-1.792600	-0.636628	-1.570192
chr6:106837900-106838100	0.111506	-0.445874	0.257345	-0.408962	-0.035745	-1.447551	-0.367947	-1.190934	0.760381	-0.820625	0.556746
chr1:67315100-67315300	-0.058284	0.302560	0.949336	-0.667525	1.432469	0.734419	-0.154235	0.316449	-0.444546	0.264614	1.281481
chr9:73197400-73197600	0.104722	0.843796	0.147164	-0.233852	-0.263500	0.734419	-0.183936	0.473726	1.822181	1.323488	-0.393811
chr11:42859200-42859400	-0.960557	1.143573	0.007157	0.703295	-0.375859	0.662538	-0.337324	0.849471	0.617254	-0.388168	0.330923
chr6:143230400-143230600	-1.151504	1.356711	0.370439	0.797414	-0.040653	0.776011	-0.678946	-0.953909	0.760381	-0.266230	-0.506723
chr6:103385100-103385300	-0.253329	-0.707703	0.311297	0.293928	1.151849	0.734419	-0.157354	0.791304	1.965308	0.057326	-0.506723
chr8:20504800-20505000	-1.018318	-1.036229	-2.305928	-0.521550	-0.843380	0.734419	-1.535733	-0.041511	-0.587673	1.149922	-2.294927
chr5:118544100-118544300	-2.148141	-0.770063	-0.258831	0.530245	1.308791	-1.447551	-0.590907	0.364375	-0.587673	0.995026	-0.619634
chr8:30907400-30907600	1.023248	-0.282173	-0.802540	-0.341491	-0.393364	-0.025977	0.790951	-1.262052	-0.301420	0.995048	-0.393811
chr4:94835600-94835800	0.511064	1.235101	0.236403	0.099380	-0.642236	0.776011	0.153404	0.519280	0.617254	0.082263	-0.393811
chr8:70536500-70536700	0.391445	0.639639	-0.214313	0.939463	2.960177	-1.404567	0.178813	2.235975	0.760381	0.013628	1.394392
chr4:167222900-167223100	-1.096429	-0.534770	-1.584437	-1.262356	1.308791	-1.493600	-1.476160	-1.903148	-1.506347	1.028768	-1.344369
chr9:110035300-110035500	2.088527	-0.306917	-1.138790	0.891678	1.088626	0.734419	0.288937	-0.310912	0.617254	0.904921	-0.393811
chr13:99874500-99874700	1.036815	0.119131	0.634979	-0.385755	-0.010215	0.708587	0.654815	1.115399	0.760381	-1.174135	-0.280900
chr13:85058700-85058900	0.026611	1.063167	0.782110	1.667938	0.582866	0.666995	0.441032	0.464196	0.617254	-0.747392	0.443835
chr4:135446100-135446300	0.607436	0.251655	0.015724	-0.905705	-0.335004	0.776011	1.220123	0.481367	0.760381	1.379108	0.443835
chr16:35248900-35249100	0.153013	2.424561	0.355494	0.813003	-0.630145	0.734419	0.005718	0.901277	0.617254	-0.167411	1.281481
chr18:29955200-29955400	-0.800236	-0.623483	-0.049917	1.181244	-0.076600	0.209929	-0.282051	-0.539204	1.822181	0.090417	-0.393811
chrX:126778400-126778600	-1.158287	-0.222444	-1.830178	-1.043095	-0.719702	-1.405959	-0.360732	-0.041511	-0.587673	0.126837	-1.344369
chr14:36789700-36789900	-1.018318	-1.671406	-1.479168	-0.888181	-2.071828	-1.452008	-1.346080	-0.852282	-1.792600	-1.605073	-2.407838
chr8:113801900-113802100	-0.855311	0.297866	1.015966	0.642311	-0.076600	0.776011	0.789526	0.534240	0.760381	0.686341	-0.393811
chr11:37596500-37596700	-1.031885	0.139920	0.536494	0.538696	-2.330233	-1.447551	0.683361	-0.897222	-1.792600	-1.119773	-1.344369
chr4:19506400-19506600	1.289620	0.292358	0.659278	0.681965	-1.051763	0.708587	0.443344	-0.534037	0.617254	-0.163942	3.069685
chr8:76670600-76670800	1.429590	0.399850	1.490682	0.129670	-0.298393	0.734419	0.497061	-0.313761	0.617254	0.113406	0.556746
chr2:59146200-59146400	-1.229615	-0.912614	-0.926839	0.261864	1.432469	0.708587	-1.695129	-0.904804	-0.587673	-0.261551	-1.118546
chr7:141735200-141735400	0.026611	0.041292	-0.349784	-0.339032	-0.035745	0.734419	-0.422265	0.410606	-0.444546	-0.582225	0.218012
chr19:22264500-22264700	0.104722	0.254547	0.338757	0.243499	-0.375859	0.734419	0.909766	1.187628	0.617254	-0.597315	-0.506723
chr3:76749000-76749200	0.607436	0.195223	0.305407	0.044386	1.752074	0.776011	0.317396	1.468867	1.965308	0.733457	-0.506723
chr14:41930500-41930700	0.391445	1.513097	1.610931	0.162433	-0.076600	0.666995	0.898537	0.044382	1.822181	0.033786	0.330923
chr5:52260900-52261100	-0.680617	0.214540	0.289619	1.014972	-0.231836	0.662538	-0.299744	0.521581	0.617254	0.334075	0.218012
chr11:85906900-85907100	-0.800236	-0.853360	0.558424	-0.011970	-0.076600	-1.405959	0.421691	-0.012793	0.617254	1.357523	0.443835
chr10:115608900-115609100	0.951920	1.364350	0.631616	1.469347	-0.252181	0.708587	-0.484579	1.325673	-0.444546	-0.120471	0.443835
chr8:3349900-3350100	0.237908	1.012849	-0.087214	2.835630	1.088626	0.734419	-0.716086	-1.323603	-0.587673	0.344672	0.330923
chr16:18279600-18279800	-1.369585	-0.329739	-0.856848	0.001264	0.964948	-1.405959	0.660083	0.585850	-1.506347	-1.160051	-1.457281
chr3:83495800-83496000	0.825518	-0.506910	0.681019	-0.256824	-0.139823	0.688370	-0.578386	0.830260	1.822181	-0.061315	-0.280900
chr5:28438700-28438900	-0.602506	1.779163	0.467069	0.836894	-0.119477	0.430396	1.494715	0.941554	-0.444546	0.957885	-0.506723
chr8:91378300-91378500	-0.120143	-0.582065	0.476113	1.416478	-0.024425	-1.405959	-0.028261	-1.162694	-0.444546	0.748464	-0.732546
chr3:84517300-84517500	1.211509	2.045822	0.531698	-0.586381	-0.076600	0.365657	0.311074	2.813698	-0.444546	-1.155869	0.330923
chr5:162781400-162781600	0.258259	-0.792029	1.695857	0.308522	0.852590	0.688370	-0.505813	-1.530732	0.617254	-1.539610	0.443835
chr5:87575300-87575500	2.074960	1.638589	0.506166	1.740795	-0.035745	0.430396	1.134312	-0.093306	0.617254	1.531780	0.443835
chr2:75995500-75995700	2.143602	0.569064	0.097091	0.248252	-0.346324	-1.405959	-0.481862	0.488662	0.617254	0.446529	1.281481
chr22_KI270731v1_random:129100-129300	-2.373006	-1.242532	0.582433	-0.593106	-0.843380	-1.493600	0.033692	-0.857250	-0.587673	0.357643	-1.457281
chr9:32299300-32299500	-1.031885	1.087730	0.789102	-1.147373	-0.164331	-1.404454	-0.506289	-0.783826	0.617254	-0.203942	-0.393811
chr1:18517700-18517900	1.218292	-0.506354	0.201578	0.982071	0.047078	0.729962	0.193874	-0.677872	-0.444546	1.924961	0.330923
chr15:70993600-70993800	0.244692	-0.461687	0.391739	-0.533529	0.582866	-1.405959	-0.786971	0.164213	1.822181	0.077376	0.330923
chr6:135946100-135946300	1.091890	-0.347095	-0.338513	-0.365492	0.047078	-1.405959	-0.768138	0.106805	0.760381	0.909596	0.330923
chr7:49240600-49240800	-0.099792	-0.412413	0.880853	-0.101393	1.129481	0.776011	-0.175959	0.591425	-0.587673	0.341645	-0.167988
chr12:73053700-73053900	-0.976810	-0.103210	0.717245	1.549229	0.000866	0.620946	-1.032480	-0.379643	1.822181	0.339182	0.443835
chr5:85982400-85982600	-0.031150	-1.044345	0.597916	-0.415692	-0.076600	0.688370	1.032404	1.062276	-0.444546	0.782626	0.443835
chr7:7120200-7120400	1.149651	0.210784	1.205627	0.644004	2.042307	0.688370	0.357268	-0.481587	0.617254	-0.122152	0.218012
chr2:211052000-211052200	0.180148	-1.269816	-0.715542	0.794770	-2.035881	-1.405959	-0.809532	0.565189	0.760381	1.162806	0.330923
chr6:108400400-108400600	2.026669	0.487518	0.375677	-0.283866	-0.928085	-1.447551	1.342467	1.182544	-0.587673	0.153383	0.443835
chr2:90282200-90282400	0.945137	-0.536601	-0.740876	-0.154326	-0.076600	0.776011	-1.071934	-0.223218	-0.444546	-1.355534	-0.619634
chr6:115006800-115007000	0.251476	0.669864	0.006820	0.360625	-0.040653	0.688370	-0.008149	-0.250341	0.617254	-0.036221	0.556746
chr18:66257400-66257600	0.033394	-0.073239	-0.250858	-0.230086	-0.035745	0.688370	0.366261	-0.470277	1.822181	0.647146	0.443835
chr4:135743900-135744100	0.449206	0.684682	1.489214	-0.155098	-0.422071	0.662538	-0.145559	0.384200	0.617254	0.146560	-0.393811
chr6:140905200-140905400	1.036815	0.159951	0.593877	0.544995	1.731728	0.666995	-0.018382	2.740067	0.617254	0.096474	1.394392
chr3:121646500-121646700	-1.222832	0.428259	-0.717369	-1.033971	-1.030280	0.729962	-0.759759	-0.238729	-0.301420	-1.152691	-1.457281
chr5:71406800-71407000	1.163218	-0.190354	0.079729	2.346485	-0.263500	0.729962	-0.162973	0.107013	-0.444546	0.497548	-0.506723
chr6:80621600-80621800	-1.936843	-0.111812	-0.740841	-0.843366	-0.076600	0.688370	-0.500935	-1.450480	-1.506347	-1.391491	-0.393811
chr16:51561300-51561500	0.208088	-0.803583	-0.324733	-0.567552	-0.463590	0.688370	-0.219991	0.751288	0.617254	-0.481753	-1.344369
chr13:55349300-55349500	-0.028464	0.148320	0.425111	-0.247644	1.731728	0.734419	1.082896	0.061477	0.617254	1.668817	-0.393811
chr10:83893700-83893900	3.259858	-0.725436	1.662430	0.314254	0.233979	0.776011	-0.729333	-0.897259	0.617254	-0.532183	1.394392
chr11:98608700-98608900	0.026611	0.307981	0.271297	0.167557	-0.111492	0.734419	0.541927	-0.591717	0.760381	0.042500	0.330923
chr4:74520900-74521100	0.159797	0.754544	2.163216	0.240534	-0.310377	0.410179	0.252771	-0.811369	1.965308	-0.270538	1.394392
chr3:190893500-190893700	2.081744	0.405273	0.470349	0.086986	0.187767	0.620283	-0.776413	0.542036	-0.444546	1.253527	-0.280900
chr10:87832600-87832800	0.951920	0.743461	-0.277455	1.009557	-0.387178	0.776011	0.198299	0.215867	0.617254	-0.279766	1.281481
chr1:79350400-79350600	-0.099792	-0.073029	0.384076	1.038225	-0.335004	-1.405959	2.010358	-0.038528	-0.587673	1.127064	-0.506723
chrX:97229700-97229900	0.945137	-0.583902	-0.473752	-1.047801	-0.843380	-1.405959	-0.760118	1.067244	-0.444546	-1.240929	0.443835
chr18:50614300-50614500	-0.184687	1.229497	0.368915	1.174579	0.047078	0.729962	0.924611	-1.162751	0.617254	0.969789	0.443835
chr14:84971700-84971900	0.053745	-0.770268	0.205859	-0.270733	0.789367	0.708587	-0.137322	-0.530984	-0.444546	0.916982	0.330923
chr6:161874300-161874500	-1.151504	-1.011918	-1.926206	-0.884102	-0.843380	-1.493600	-1.632155	-1.167662	-1.649473	-0.405689	-2.294927
chr13:87793900-87794100	0.228439	-0.523957	0.815443	0.827110	-0.040653	0.688370	0.164135	2.254242	1.822181	-0.836987	0.218012
chr2:13818900-13819100	-4.131946	-2.506930	-1.115821	-2.328897	-2.371087	-3.859159	-1.909052	-1.978433	-1.792600	-2.885371	-3.132573
chr9:30623900-30624100	0.118289	0.354914	0.212007	-0.694564	1.660225	0.688370	0.738300	-0.234696	-0.444546	1.543407	-0.393811
chr5:91680800-91681000	2.081744	-0.073322	0.998429	0.839908	-0.040653	0.688370	-1.758999	1.227754	-0.444546	-0.099627	2.232039
chr1:234069100-234069300	0.111506	0.292527	0.133011	-0.945619	-0.262446	-1.404567	-0.451969	-0.037639	-0.444546	0.188689	1.168569
chr19:28804800-28805000	-2.168492	-0.766768	-1.096752	-1.444948	-0.562760	0.688370	-1.071934	-1.450480	-2.711274	-0.615254	-1.344369
chr13:89268400-89268600	0.111506	2.137768	0.189141	0.025382	-0.243155	0.620946	0.190698	1.006062	-0.587673	-0.018762	-0.506723
chr8:87136400-87136600	2.088527	-0.125978	0.122513	0.834922	2.452534	-1.452008	-1.052616	-1.086964	0.617254	-0.478157	1.281481
chr8:81979400-81979600	0.040178	0.472947	0.719866	-0.166520	1.432469	0.666995	0.121103	-0.904662	-0.444546	2.042715	0.330923
chr3:130594100-130594300	-1.241390	-1.334035	1.078953	0.249662	0.115320	-0.225893	-0.489582	-0.979164	-0.250257	0.137037	0.057138
chr11:5702900-5703100	0.226324	0.263210	-0.106700	0.018189	1.231813	0.403530	-0.737646	-1.126056	0.097434	-0.240598	-0.840936
chr21:38168200-38168400	3.938570	0.206895	-2.759726	-0.226992	0.230940	0.490407	-1.061958	1.142254	-0.250257	1.343056	0.057138
chr8:82772900-82773100	0.226324	-0.534044	-0.888031	-0.539456	-0.042946	-0.903154	0.806777	-0.881870	-0.250257	0.970351	2.681980
chrX:4674900-4675100	-0.040958	1.026122	0.348238	1.855436	1.028653	-0.414564	0.666626	-0.215096	-0.250257	1.236127	-0.108601
chr3:547200-547400	0.034530	-0.658408	-0.350771	-0.119668	-1.620307	0.394222	0.141097	-0.424459	-0.076411	0.104283	-1.172414
chr12:9169100-9169300	0.337274	-2.008789	-1.385296	-1.014753	-0.953680	0.403530	1.274166	-1.043565	-1.366106	-0.305604	0.388615
chr7:125438900-125439100	-0.215020	1.604035	-0.449347	0.477681	0.954603	0.253389	-0.809282	-0.297381	-0.076411	-1.263919	-1.006675
chr4:55886500-55886700	0.235189	-0.490413	0.465634	-0.585645	-0.777699	0.166512	-0.316796	0.159790	-1.539952	-1.204543	0.222877
chr14:46811800-46812000	-0.508899	1.024803	1.214594	2.034441	-0.686685	0.403530	0.690827	0.505294	-0.250257	-0.338093	0.222877
chr3:41978200-41978400	-0.215020	1.707909	0.508951	1.508818	-0.265045	0.349574	1.361620	-0.633596	-1.539952	0.965851	-0.108601
chr4:66287200-66287400	2.801251	-0.022202	0.169700	-0.731728	1.164561	0.349574	-1.211208	-0.605439	2.676824	-0.129382	0.388615
chr1:191470200-191470400	-0.482302	-0.461761	-1.485816	0.823882	-1.015539	0.349574	0.209638	-0.032361	-1.539952	-0.471979	0.388615
chr3:126235300-126235500	0.172077	0.983573	1.713103	-0.214405	-0.532084	0.166512	2.048947	-1.311776	-0.076411	-1.556264	-1.172414
chr10:10153100-10153300	-1.093924	-0.694899	-0.211931	-0.542103	-0.966119	0.349574	-0.125506	0.252264	-0.250257	0.092241	1.618167
chrUn_GL000195v1:76400-76600	0.052261	-0.167431	0.459490	0.462072	-0.993181	0.490407	-0.401440	-0.027542	-0.076411	-2.148701	0.388615
chr8:120522500-120522700	-1.165902	-0.283112	1.244261	-0.730000	0.366848	0.394222	-1.301081	-0.796895	-0.250257	-0.727136	0.222877
chr2:56410500-56410700	2.279063	0.419820	0.534229	0.664642	0.880603	0.403530	1.291578	-0.902251	1.213283	0.379773	0.388615
chr2:152943700-152943900	1.702903	0.425752	0.078055	-0.564926	0.527337	0.403530	-1.104537	-0.524419	-0.076411	1.734682	0.057138
chr12:77248900-77249100	1.354778	0.687515	-1.040842	1.040720	3.396602	0.394222	-1.536361	-0.387959	1.213283	0.120827	0.388615
chr10:60229100-60229300	1.417890	0.733316	1.005252	1.092085	0.858065	-3.923240	0.820585	0.205463	-0.250257	-0.425694	0.388615
chr1:83800-84000	-3.173534	-2.660387	-0.055231	-0.162273	-0.822594	-4.861462	-2.628693	-2.165852	-1.539952	0.433759	-2.401966
chr4:2859200-2859400	0.400386	0.684906	-0.261217	-1.654429	-0.822594	0.307345	-0.697035	-0.498723	-0.250257	0.144083	0.388615
chr5:117711500-117711700	0.034530	-1.367124	-0.639871	0.156341	-1.202959	0.349574	-1.577130	0.139649	-0.250257	0.372747	0.057138
chr11:21054800-21055000	-1.130440	-0.761287	0.407880	1.465476	-0.641791	-0.225893	0.604329	-1.045631	-0.250257	-0.097311	1.452428
chrX:45107500-45107700	0.472364	-0.641495	0.032767	0.387909	-0.906562	0.349574	1.103561	0.641450	-0.076411	-0.709194	0.222877
chr3:169069000-169069200	-0.313595	-1.090800	-0.509174	-0.400992	-0.595043	0.403530	0.466701	-1.421808	-0.250257	-1.009414	1.618167
chr4:45351100-45351300	0.034530	-0.923304	-1.250229	0.598897	3.028247	0.166512	-0.747909	-0.940086	1.213283	-0.080984	-1.172414
chrX:116889900-116890100	1.609684	-1.124335	-0.697105	-0.248920	1.222756	-0.643659	-0.815854	2.240646	1.387129	1.379654	0.388615
chr9:25763300-25763500	-1.679224	-0.087869	-0.484783	1.327173	-0.783092	-0.318379	-1.124055	-0.711400	-0.076411	-1.422227	-1.006675
chr1:191807800-191808000	-0.037448	-1.671801	-0.798315	1.286385	-0.822594	0.490407	0.342542	1.167129	-1.539952	1.067258	0.388615
chr11:106700500-106700700	-0.854292	0.153086	1.239345	1.612324	1.028653	0.349574	-0.395092	-0.031591	-0.250257	0.114876	0.222877
chr9:91650600-91650800	1.537706	-0.622166	-0.524264	-0.898321	0.944685	0.490407	1.978907	-0.634167	1.213283	-0.637546	0.222877
chr11:105131700-105131900	0.052261	-0.313320	-0.941463	0.804115	0.880603	0.253389	0.650851	-1.203607	1.213283	-1.759857	-2.401966
chr9:2715600-2715800	-0.769939	-1.294640	-0.159654	-0.294529	-1.849297	0.403530	-1.678444	-1.514983	-0.250257	-1.793569	1.618167
chr13:30426800-30427000	0.034530	-0.414472	1.224782	1.907474	-0.139352	-0.090670	0.039332	-0.012529	-0.250257	1.117731	2.847719
chr2:76872200-76872400	0.052261	-0.257810	0.408279	-0.830104	1.222756	-0.415950	-0.715278	2.094776	1.387129	-1.308015	-1.006675
chr10:115529600-115529800	-1.081854	-0.217931	-0.792038	-0.599229	1.324344	0.503425	1.959248	0.563242	0.099985	-0.406763	2.009341
