chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
chr13	19698902	19698921	+	51.94	><	4	20	99980
chr9	63136044	63136063	+	51.75	><	4	20	99980
chr12	92303369	92303388	+	51.62	><	4	20	99980
chr11	31949597	31949616	-	51.56	><	4	20	99980
chr9	49494116	49494135	+	51.2	><	4	20	99980
chr9	88222169	88222188	-	51.16	><	4	20	99980
chr1	55404542	55404561	+	51.12	><	4	20	99980
chr12	57825931	57825950	+	51.06	><	4	20	99980
chr3	57843966	57843985	+	50.94	><	4	20	99980
chr16	22564764	22564783	+	50.8	><	4	20	99980
chr7	132213675	132213694	-	50.6	><	4	20	99980
chr16	72215914	72215933	-	50.38	><	4	20	99980
chr12	35192361	35192380	+	53.78	><	5	20	99980
chr2	48886252	48886271	-	53.7	><	5	20	99980
chr12	35192359	35192378	-	53.66	><	5	20	99980
chr8	102781112	102781131	-	53.5	><	5	20	99980
chr5	49961991	49962010	-	53.3	><	5	20	99980
chr9	26776356	26776375	-	53.12	><	5	20	99980
chr9	51152589	51152608	-	53.06	><	5	20	99980
chr8	58566264	58566283	+	52.88	><	5	20	99980
chr12	40837731	40837750	+	52.84	><	5	20	99980
chr6	101261721	101261740	-	52.5	><	5	20	99980
chr11	57467954	57467973	-	52.38	><	5	20	99980
chr4	70621534	70621553	-	52.28	><	5	20	99980
chr2	101905952	101905971	+	52.25	><	5	20	99980
chr13	19698902	19698921	+	51.94	><	5	20	99980
chr9	63136044	63136063	+	51.75	><	5	20	99980
chr12	92303369	92303388	+	51.62	><	5	20	99980
chr11	31949597	31949616	-	51.56	><	5	20	99980
chr9	49494116	49494135	+	51.2	><	5	20	99980
chr9	88222169	88222188	-	51.16	><	5	20	99980
chr1	55404542	55404561	+	51.12	><	5	20	99980
chr12	57825931	57825950	+	51.06	><	5	20	99980
chr3	57843966	57843985	+	50.94	><	5	20	99980
chr16	22564764	22564783	+	50.8	><	5	20	99980
chr7	132213675	132213694	-	50.6	><	5	20	99980
chr16	72215914	72215933	-	50.38	><	5	20	99980
chr12	35192361	35192380	+	53.78	><	6	20	99980
chr2	48886252	48886271	-	53.7	><	6	20	99980
chr12	35192359	35192378	-	53.66	><	6	20	99980
chr8	102781112	102781131	-	53.5	><	6	20	99980
chr5	49961991	49962010	-	53.3	><	6	20	99980
chr9	26776356	26776375	-	53.12	><	6	20	99980
chr9	51152589	51152608	-	53.06	><	6	20	99980
chr8	58566264	58566283	+	52.88	><	6	20	99980
chr12	40837731	40837750	+	52.84	><	6	20	99980
chr6	101261721	101261740	-	52.5	><	6	20	99980
chr11	57467954	57467973	-	52.38	><	6	20	99980
chr4	70621534	70621553	-	52.28	><	6	20	99980
chr2	101905952	101905971	+	52.25	><	6	20	99980
chr13	19698902	19698921	+	51.94	><	6	20	99980
chr9	63136044	63136063	+	51.75	><	6	20	99980
chr12	92303369	92303388	+	51.62	><	6	20	99980
chr11	31949597	31949616	-	51.56	><	6	20	99980
chr9	49494116	49494135	+	51.2	><	6	20	99980
chr9	88222169	88222188	-	51.16	><	6	20	99980
chr1	55404542	55404561	+	51.12	><	6	20	99980
chr12	57825931	57825950	+	51.06	><	6	20	99980
chr3	57843966	57843985	+	50.94	><	6	20	99980
chr16	22564764	22564783	+	50.8	><	6	20	99980
chr7	132213675	132213694	-	50.6	><	6	20	99980
chr16	72215914	72215933	-	50.38	><	6	20	99980
chr12	35192361	35192380	+	53.78	><	7	20	99980
chr2	48886252	48886271	-	53.7	><	7	20	99980
chr12	35192359	35192378	-	53.66	><	7	20	99980
chr8	102781112	102781131	-	53.5	><	7	20	99980
chr5	49961991	49962010	-	53.3	><	7	20	99980
chr9	26776356	26776375	-	53.12	><	7	20	99980
chr9	51152589	51152608	-	53.06	><	7	20	99980
chr8	58566264	58566283	+	52.88	><	7	20	99980
chr12	40837731	40837750	+	52.84	><	7	20	99980
chr6	101261721	101261740	-	52.5	><	7	20	99980
chr11	57467954	57467973	-	52.38	><	7	20	99980
chr4	70621534	70621553	-	52.28	><	7	20	99980
chr2	101905952	101905971	+	52.25	><	7	20	99980
chr13	19698902	19698921	+	51.94	><	7	20	99980
chr9	63136044	63136063	+	51.75	><	7	20	99980
chr12	92303369	92303388	+	51.62	><	7	20	99980
chr11	31949597	31949616	-	51.56	><	7	20	99980
chr9	49494116	49494135	+	51.2	><	7	20	99980
chr9	88222169	88222188	-	51.16	><	7	20	99980
chr1	55404542	55404561	+	51.12	><	7	20	99980
chr12	57825931	57825950	+	51.06	><	7	20	99980
chr3	57843966	57843985	+	50.94	><	7	20	99980
chr16	22564764	22564783	+	50.8	><	7	20	99980
chr7	132213675	132213694	-	50.6	><	7	20	99980
chr16	72215914	72215933	-	50.38	><	7	20	99980
chr12	35192361	35192380	+	53.78	><	8	20	99980
chr2	48886252	48886271	-	53.7	><	8	20	99980
chr12	35192359	35192378	-	53.66	><	8	20	99980
chr8	102781112	102781131	-	53.5	><	8	20	99980
chr5	49961991	49962010	-	53.3	><	8	20	99980
chr9	26776356	26776375	-	53.12	><	8	20	99980
chr9	51152589	51152608	-	53.06	><	8	20	99980
chr8	58566264	58566283	+	52.88	><	8	20	99980
chr12	40837731	40837750	+	52.84	><	8	20	99980
chr6	101261721	101261740	-	52.5	><	8	20	99980
chr11	57467954	57467973	-	52.38	><	8	20	99980
chr4	70621534	70621553	-	52.28	><	8	20	99980
chr2	101905952	101905971	+	52.25	><	8	20	99980
chr13	19698902	19698921	+	51.94	><	8	20	99980
chr9	63136044	63136063	+	51.75	><	8	20	99980
chr12	92303369	92303388	+	51.62	><	8	20	99980
chr11	31949597	31949616	-	51.56	><	8	20	99980
chr9	49494116	49494135	+	51.2	><	8	20	99980
chr9	88222169	88222188	-	51.16	><	8	20	99980
chr1	55404542	55404561	+	51.12	><	8	20	99980
chr12	57825931	57825950	+	51.06	><	8	20	99980
chr3	57843966	57843985	+	50.94	><	8	20	99980
chr16	22564764	22564783	+	50.8	><	8	20	99980
chr7	132213675	132213694	-	50.6	><	8	20	99980
chr16	72215914	72215933	-	50.38	><	8	20	99980
chr12	35192361	35192380	+	53.78	><	9	20	99980
chr2	48886252	48886271	-	53.7	><	9	20	99980
chr12	35192359	35192378	-	53.66	><	9	20	99980
chr8	102781112	102781131	-	53.5	><	9	20	99980
chr5	49961991	49962010	-	53.3	><	9	20	99980
chr9	26776356	26776375	-	53.12	><	9	20	99980
chr9	51152589	51152608	-	53.06	><	9	20	99980
chr8	58566264	58566283	+	52.88	><	9	20	99980
chr12	40837731	40837750	+	52.84	><	9	20	99980
chr6	101261721	101261740	-	52.5	><	9	20	99980
chr11	57467954	57467973	-	52.38	><	9	20	99980
chr4	70621534	70621553	-	52.28	><	9	20	99980
chr2	101905952	101905971	+	52.25	><	9	20	99980
chr13	19698902	19698921	+	51.94	><	9	20	99980
chr9	63136044	63136063	+	51.75	><	9	20	99980
chr12	92303369	92303388	+	51.62	><	9	20	99980
chr11	31949597	31949616	-	51.56	><	9	20	99980
chr9	49494116	49494135	+	51.2	><	9	20	99980
chr9	88222169	88222188	-	51.16	><	9	20	99980
chr1	55404542	55404561	+	51.12	><	9	20	99980
chr12	57825931	57825950	+	51.06	><	9	20	99980
chr3	57843966	57843985	+	50.94	><	9	20	99980
chr16	22564764	22564783	+	50.8	><	9	20	99980
chr7	132213675	132213694	-	50.6	><	9	20	99980
chr16	72215914	72215933	-	50.38	><	9	20	99980
