chrom	start	end	span	score_2	strand_2	num_ctcf	log2_insulation_score_200000	boundary_strength_200000	boundary_index	index
chr1	12840000	12850000	12844329-12844348	801.0	-	6	-0.512	0.806	15	98
chr1	12840000	12850000	12845217-12845236	866.0	+	6	-0.512	0.806	15	99
chr1	12840000	12850000	12842804-12842823,12842860-12842879,12843776-12843795,12844004-12844023,12844329-12844348,12845217-12845236			6	-0.512	0.806	15	100
chr1	12840000	12850000	12840000-12850000			6	-0.512	0.806	15	101
chr1	13760000	13770000	13764627-13764646	808.0	-	2	-1.403	2.309	16	102
chr1	13760000	13770000	13767017-13767036	827.0	-	2	-1.403	2.309	16	103
chr1	13760000	13770000	13764627-13764646,13767017-13767036			2	-1.403	2.309	16	104
chr1	13760000	13770000	13760000-13770000			2	-1.403	2.309	16	105
chr1	14110000	14120000	14110186-14110205	847.0	-	4	-0.05078	0.3552	17	106
chr1	14110000	14120000	14110640-14110659	824.0	-	4	-0.05078	0.3552	17	107
chr1	14110000	14120000	14114205-14114224	802.0	+	4	-0.05078	0.3552	17	108
chr1	14110000	14120000	14114260-14114279	855.0	+	4	-0.05078	0.3552	17	109
chr1	14110000	14120000	14110186-14110205,14110640-14110659,14114205-14114224,14114260-14114279			4	-0.05078	0.3552	17	110
chr1	14110000	14120000	14110000-14120000			4	-0.05078	0.3552	17	111
chr1	14720000	14730000	14727560-14727579	807.0	-	2	-0.365	0.4778	18	112
chr1	14720000	14730000	14729230-14729249	931.0	-	2	-0.365	0.4778	18	113
chr1	14720000	14730000	14727560-14727579,14729230-14729249			2	-0.365	0.4778	18	114
chr1	14720000	14730000	14720000-14730000			2	-0.365	0.4778	18	115
chr1	14990000	15000000	14995520-14995539	800.0	+	2	-0.581	1.006	19	116
chr1	14990000	15000000	14998395-14998414	810.0	-	2	-0.581	1.006	19	117
chr1	14990000	15000000	14995520-14995539,14998395-14998414			2	-0.581	1.006	19	118
chr1	14990000	15000000	14990000-15000000			2	-0.581	1.006	19	119
chr1	15630000	15640000	15632096-15632115	821.0	+	3	-0.506	0.884	20	120
chr1	15630000	15640000	15637465-15637484	808.0	-	3	-0.506	0.884	20	121
chr1	15630000	15640000	15639334-15639353	838.0	+	3	-0.506	0.884	20	122
chr1	15630000	15640000	15632096-15632115,15637465-15637484,15639334-15639353			3	-0.506	0.884	20	123
chr1	15630000	15640000	15630000-15640000			3	-0.506	0.884	20	124
chr1	16090000	16100000	16090997-16091016	816.0	-	7	-0.456	0.5483	21	125
chr1	16090000	16100000	16092454-16092473	801.0	+	7	-0.456	0.5483	21	126
chr1	16090000	16100000	16093256-16093275	805.0	+	7	-0.456	0.5483	21	127
chr1	16090000	16100000	16093266-16093285	811.0	+	7	-0.456	0.5483	21	128
chr1	16090000	16100000	16095872-16095891	864.0	-	7	-0.456	0.5483	21	129
chr1	16090000	16100000	16097336-16097355	811.0	+	7	-0.456	0.5483	21	130
chr1	16090000	16100000	16097366-16097385	808.0	+	7	-0.456	0.5483	21	131
chr1	16090000	16100000	16090997-16091016,16092454-16092473,16093256-16093275,16093266-16093285,16095872-16095891,16097336-16097355,16097366-16097385			7	-0.456	0.5483	21	132
chr1	16090000	16100000	16090000-16100000			7	-0.456	0.5483	21	133
chr1	16450000	16460000	16450000-16460000			0	-0.4702	0.7417	22	134
chr1	17140000	17150000	17141401-17141420	827.0	-	5	-0.869	1.34	23	135
chr1	17140000	17150000	17144314-17144333	827.0	-	5	-0.869	1.34	23	136
chr1	17140000	17150000	17144398-17144417	800.0	-	5	-0.869	1.34	23	137
chr1	17140000	17150000	17144488-17144507	841.0	-	5	-0.869	1.34	23	138
chr1	17140000	17150000	17149482-17149501	886.0	+	5	-0.869	1.34	23	139
chr1	17140000	17150000	17141401-17141420,17144314-17144333,17144398-17144417,17144488-17144507,17149482-17149501			5	-0.869	1.34	23	140
chr1	17140000	17150000	17140000-17150000			5	-0.869	1.34	23	141
chr1	17640000	17650000	17649589-17649608	812.0	+	1	-0.3184	0.611	24	142
chr1	17640000	17650000	17640000-17650000			1	-0.3184	0.611	24	143
chr1	18330000	18340000	18331466-18331485	873.0	+	3	-0.538	0.9478	25	144
chr1	18330000	18340000	18332751-18332770	806.0	-	3	-0.538	0.9478	25	145
chr1	18330000	18340000	18335832-18335851	804.0	-	3	-0.538	0.9478	25	146
chr1	18330000	18340000	18331466-18331485,18332751-18332770,18335832-18335851			3	-0.538	0.9478	25	147
chr1	18330000	18340000	18330000-18340000			3	-0.538	0.9478	25	148
chr1	19080000	19090000	19080784-19080803	811.0	+	5	-0.703	1.0	26	149
chr1	19080000	19090000	19080917-19080936	802.0	+	5	-0.703	1.0	26	150
chr1	19080000	19090000	19081933-19081952	827.0	-	5	-0.703	1.0	26	151
chr1	19080000	19090000	19084608-19084627	808.0	-	5	-0.703	1.0	26	152
chr1	19080000	19090000	19086935-19086954	818.0	-	5	-0.703	1.0	26	153
chr1	19080000	19090000	19080784-19080803,19080917-19080936,19081933-19081952,19084608-19084627,19086935-19086954			5	-0.703	1.0	26	154
chr1	19080000	19090000	19080000-19090000			5	-0.703	1.0	26	155
chr1	19990000	20000000	19998987-19999006	813.0	+	4	-0.0976	0.2625	27	156
chr1	19990000	20000000	19999075-19999094	818.0	+	4	-0.0976	0.2625	27	157
chr1	19990000	20000000	19999279-19999298	825.0	+	4	-0.0976	0.2625	27	158
chr1	19990000	20000000	19999483-19999502	818.0	+	4	-0.0976	0.2625	27	159
chr1	19990000	20000000	19998987-19999006,19999075-19999094,19999279-19999298,19999483-19999502			4	-0.0976	0.2625	27	160
chr1	19990000	20000000	19990000-20000000			4	-0.0976	0.2625	27	161
chr1	20290000	20300000	20290261-20290280	829.0	-	3	-0.185	0.3752	28	162
chr1	20290000	20300000	20295901-20295920	808.0	+	3	-0.185	0.3752	28	163
chr1	20290000	20300000	20298719-20298738	833.0	-	3	-0.185	0.3752	28	164
chr1	20290000	20300000	20290261-20290280,20295901-20295920,20298719-20298738			3	-0.185	0.3752	28	165
chr1	20290000	20300000	20290000-20300000			3	-0.185	0.3752	28	166
chr1	20570000	20580000	20572663-20572682	865.0	+	1	-0.965	1.49	29	167
chr1	20570000	20580000	20570000-20580000			1	-0.965	1.49	29	168
chr1	21410000	21420000	21411386-21411405	890.0	+	8	-0.8394	1.235	30	169
chr1	21410000	21420000	21413364-21413383	800.0	+	8	-0.8394	1.235	30	170
chr1	21410000	21420000	21414317-21414336	813.0	-	8	-0.8394	1.235	30	171
chr1	21410000	21420000	21414847-21414866	821.0	-	8	-0.8394	1.235	30	172
chr1	21410000	21420000	21417759-21417778	861.0	+	8	-0.8394	1.235	30	173
chr1	21410000	21420000	21418862-21418881	804.0	+	8	-0.8394	1.235	30	174
chr1	21410000	21420000	21419555-21419574	873.0	+	8	-0.8394	1.235	30	175
chr1	21410000	21420000	21419593-21419612	805.0	-	8	-0.8394	1.235	30	176
chr1	21410000	21420000	21411386-21411405,21413364-21413383,21414317-21414336,21414847-21414866,21417759-21417778,21418862-21418881,21419555-21419574,21419593-21419612			8	-0.8394	1.235	30	177
chr1	21410000	21420000	21410000-21420000			8	-0.8394	1.235	30	178
chr1	21950000	21960000	21950776-21950795	802.0	-	2	-0.1495	0.3047	31	179
chr1	21950000	21960000	21954988-21955007	802.0	-	2	-0.1495	0.3047	31	180
chr1	21950000	21960000	21950776-21950795,21954988-21955007			2	-0.1495	0.3047	31	181
chr1	21950000	21960000	21950000-21960000			2	-0.1495	0.3047	31	182
chr1	22270000	22280000	22275275-22275294	812.0	+	3	-0.461	0.3179	32	183
chr1	22270000	22280000	22279389-22279408	812.0	+	3	-0.461	0.3179	32	184
chr1	22270000	22280000	22279716-22279735	820.0	+	3	-0.461	0.3179	32	185
chr1	22270000	22280000	22275275-22275294,22279389-22279408,22279716-22279735			3	-0.461	0.3179	32	186
chr1	22270000	22280000	22270000-22280000			3	-0.461	0.3179	32	187
chr1	22540000	22550000	22540672-22540691	859.0	+	2	-0.762	0.94	33	188
chr1	22540000	22550000	22548615-22548634	804.0	+	2	-0.762	0.94	33	189
chr1	22540000	22550000	22540672-22540691,22548615-22548634			2	-0.762	0.94	33	190
chr1	22540000	22550000	22540000-22550000			2	-0.762	0.94	33	191
chr1	23300000	23310000	23301140-23301159	882.0	+	6	-0.503	0.7114	34	192
chr1	23300000	23310000	23306029-23306048	882.0	+	6	-0.503	0.7114	34	193
chr1	23300000	23310000	23306778-23306797	855.0	-	6	-0.503	0.7114	34	194
chr1	23300000	23310000	23306833-23306852	802.0	-	6	-0.503	0.7114	34	195
chr1	23300000	23310000	23307398-23307417	812.0	-	6	-0.503	0.7114	34	196
chr1	23300000	23310000	23308212-23308231	818.0	-	6	-0.503	0.7114	34	197
chr1	23300000	23310000	23301140-23301159,23306029-23306048,23306778-23306797,23306833-23306852,23307398-23307417,23308212-23308231			6	-0.503	0.7114	34	198
chr1	23300000	23310000	23300000-23310000			6	-0.503	0.7114	34	199
chr1	23720000	23730000	23724382-23724401	819.0	+	3	-0.4268	0.5645	35	200
chr1	23720000	23730000	23724473-23724492	814.0	-	3	-0.4268	0.5645	35	201
chr1	23720000	23730000	23724680-23724699	807.0	+	3	-0.4268	0.5645	35	202
chr1	23720000	23730000	23724382-23724401,23724473-23724492,23724680-23724699			3	-0.4268	0.5645	35	203
chr1	23720000	23730000	23720000-23730000			3	-0.4268	0.5645	35	204
chr1	24280000	24290000	24283645-24283664	804.0	+	3	-0.778	1.026	36	205
chr1	24280000	24290000	24284566-24284585	840.0	+	3	-0.778	1.026	36	206
chr1	24280000	24290000	24286577-24286596	819.0	-	3	-0.778	1.026	36	207
chr1	24280000	24290000	24283645-24283664,24284566-24284585,24286577-24286596			3	-0.778	1.026	36	208
chr1	24280000	24290000	24280000-24290000			3	-0.778	1.026	36	209
chr1	24680000	24690000	24681012-24681031	854.0	-	5	-0.561	0.807	37	210
chr1	24680000	24690000	24681581-24681600	868.0	+	5	-0.561	0.807	37	211
chr1	24680000	24690000	24684015-24684034	816.0	+	5	-0.561	0.807	37	212
chr1	24680000	24690000	24684249-24684268	842.0	+	5	-0.561	0.807	37	213
chr1	24680000	24690000	24687594-24687613	861.0	+	5	-0.561	0.807	37	214
chr1	24680000	24690000	24681012-24681031,24681581-24681600,24684015-24684034,24684249-24684268,24687594-24687613			5	-0.561	0.807	37	215
chr1	24680000	24690000	24680000-24690000			5	-0.561	0.807	37	216
chr1	25520000	25530000	25526144-25526163	855.0	-	3	-0.1831	0.2986	38	217
chr1	25520000	25530000	25526199-25526218	802.0	-	3	-0.1831	0.2986	38	218
chr1	25520000	25530000	25527135-25527154	864.0	+	3	-0.1831	0.2986	38	219
chr1	25520000	25530000	25526144-25526163,25526199-25526218,25527135-25527154			3	-0.1831	0.2986	38	220
chr1	25520000	25530000	25520000-25530000			3	-0.1831	0.2986	38	221
chr1	25910000	25920000	25912586-25912605	827.0	+	1	-0.78	0.994	39	222
chr1	25910000	25920000	25910000-25920000			1	-0.78	0.994	39	223
chr1	26820000	26830000	26824375-26824394	894.0	-	2	-0.4958	0.7007	40	224
chr1	26820000	26830000	26828490-26828509	897.0	+	2	-0.4958	0.7007	40	225
chr1	26820000	26830000	26824375-26824394,26828490-26828509			2	-0.4958	0.7007	40	226
chr1	26820000	26830000	26820000-26830000			2	-0.4958	0.7007	40	227
chr1	27200000	27210000	27207098-27207117	822.0	+	1	-0.3286	0.3691	41	228
chr1	27200000	27210000	27200000-27210000			1	-0.3286	0.3691	41	229
chr1	27730000	27740000	27730586-27730605	815.0	+	8	-0.1921	0.2756	42	230
chr1	27730000	27740000	27730628-27730647	863.0	-	8	-0.1921	0.2756	42	231
chr1	27730000	27740000	27730662-27730681	887.0	+	8	-0.1921	0.2756	42	232
chr1	27730000	27740000	27730907-27730926	800.0	-	8	-0.1921	0.2756	42	233
chr1	27730000	27740000	27731469-27731488	815.0	-	8	-0.1921	0.2756	42	234
chr1	27730000	27740000	27731937-27731956	912.0	+	8	-0.1921	0.2756	42	235
chr1	27730000	27740000	27734198-27734217	860.0	-	8	-0.1921	0.2756	42	236
chr1	27730000	27740000	27739559-27739578	827.0	+	8	-0.1921	0.2756	42	237
chr1	27730000	27740000	27730586-27730605,27730628-27730647,27730662-27730681,27730907-27730926,27731469-27731488,27731937-27731956,27734198-27734217,27739559-27739578			8	-0.1921	0.2756	42	238
chr1	27730000	27740000	27730000-27740000			8	-0.1921	0.2756	42	239
chr1	28400000	28410000	28404267-28404286	810.0	+	2	-0.3467	0.44	43	240
chr1	28400000	28410000	28408180-28408199	816.0	-	2	-0.3467	0.44	43	241
chr1	28400000	28410000	28404267-28404286,28408180-28408199			2	-0.3467	0.44	43	242
chr1	28400000	28410000	28400000-28410000			2	-0.3467	0.44	43	243
chr1	28790000	28800000	28793234-28793253	803.0	+	1	-0.2751	0.3457	44	244
chr1	28790000	28800000	28790000-28800000			1	-0.2751	0.3457	44	245
chr1	30270000	30280000	30273513-30273532	850.0	-	1	-0.2837	0.418	45	246
chr1	30270000	30280000	30270000-30280000			1	-0.2837	0.418	45	247
chr1	30690000	30700000	30692386-30692405	820.0	+	3	-0.958	1.399	46	248
chr1	30690000	30700000	30696532-30696551	901.0	-	3	-0.958	1.399	46	249
chr1	30690000	30700000	30697323-30697342	801.0	+	3	-0.958	1.399	46	250
chr1	30690000	30700000	30692386-30692405,30696532-30696551,30697323-30697342			3	-0.958	1.399	46	251
chr1	30690000	30700000	30690000-30700000			3	-0.958	1.399	46	252
chr1	30950000	30960000	30950000-30960000			0	-0.1918	0.264	47	253
chr1	31170000	31180000	31170591-31170610	829.0	+	2	-0.565	0.7603	48	254
chr1	31170000	31180000	31171754-31171773	831.0	-	2	-0.565	0.7603	48	255
chr1	31170000	31180000	31170591-31170610,31171754-31171773			2	-0.565	0.7603	48	256
chr1	31170000	31180000	31170000-31180000			2	-0.565	0.7603	48	257
chr1	32160000	32170000	32160894-32160913	801.0	-	1	-0.1882	0.2732	49	258
chr1	32160000	32170000	32160000-32170000			1	-0.1882	0.2732	49	259
chr1	32710000	32720000	32712227-32712246	806.0	-	2	-0.2023	0.3538	50	260
chr1	32710000	32720000	32718753-32718772	875.0	-	2	-0.2023	0.3538	50	261
chr1	32710000	32720000	32712227-32712246,32718753-32718772			2	-0.2023	0.3538	50	262
chr1	32710000	32720000	32710000-32720000			2	-0.2023	0.3538	50	263
chr1	33550000	33560000	33551573-33551592	814.0	+	2	-0.5933	0.8833	51	264
chr1	33550000	33560000	33552293-33552312	800.0	+	2	-0.5933	0.8833	51	265
chr1	33550000	33560000	33551573-33551592,33552293-33552312			2	-0.5933	0.8833	51	266
chr1	33550000	33560000	33550000-33560000			2	-0.5933	0.8833	51	267
chr1	34450000	34460000	34451284-34451303	805.0	+	7	-0.5176	0.6865	52	268
chr1	34450000	34460000	34452292-34452311	819.0	-	7	-0.5176	0.6865	52	269
chr1	34450000	34460000	34453048-34453067	859.0	+	7	-0.5176	0.6865	52	270
chr1	34450000	34460000	34456487-34456506	825.0	-	7	-0.5176	0.6865	52	271
chr1	34450000	34460000	34457853-34457872	849.0	+	7	-0.5176	0.6865	52	272
chr1	34450000	34460000	34459072-34459091	837.0	-	7	-0.5176	0.6865	52	273
chr1	34450000	34460000	34459879-34459898	844.0	+	7	-0.5176	0.6865	52	274
chr1	34450000	34460000	34451284-34451303,34452292-34452311,34453048-34453067,34456487-34456506,34457853-34457872,34459072-34459091,34459879-34459898			7	-0.5176	0.6865	52	275
chr1	34450000	34460000	34450000-34460000			7	-0.5176	0.6865	52	276
chr1	34880000	34890000	34883192-34883211	816.0	-	2	-0.7026	1.018	53	277
chr1	34880000	34890000	34884426-34884445	818.0	-	2	-0.7026	1.018	53	278
chr1	34880000	34890000	34883192-34883211,34884426-34884445			2	-0.7026	1.018	53	279
chr1	34880000	34890000	34880000-34890000			2	-0.7026	1.018	53	280
chr1	35480000	35490000	35482711-35482730	824.0	-	2	-0.1531	0.2527	54	281
chr1	35480000	35490000	35485375-35485394	816.0	+	2	-0.1531	0.2527	54	282
chr1	35480000	35490000	35482711-35482730,35485375-35485394			2	-0.1531	0.2527	54	283
chr1	35480000	35490000	35480000-35490000			2	-0.1531	0.2527	54	284
chr1	35710000	35720000	35713888-35713907	813.0	+	4	-0.1533	0.6274	55	285
chr1	35710000	35720000	35716130-35716149	900.0	-	4	-0.1533	0.6274	55	286
chr1	35710000	35720000	35716259-35716278	803.0	-	4	-0.1533	0.6274	55	287
chr1	35710000	35720000	35717421-35717440	815.0	-	4	-0.1533	0.6274	55	288
chr1	35710000	35720000	35713888-35713907,35716130-35716149,35716259-35716278,35717421-35717440			4	-0.1533	0.6274	55	289
chr1	35710000	35720000	35710000-35720000			4	-0.1533	0.6274	55	290
chr1	36130000	36140000	36133098-36133117	810.0	+	4	-0.2114	0.7124	56	291
chr1	36130000	36140000	36133254-36133273	810.0	+	4	-0.2114	0.7124	56	292
chr1	36130000	36140000	36134797-36134816	878.0	-	4	-0.2114	0.7124	56	293
chr1	36130000	36140000	36138884-36138903	814.0	-	4	-0.2114	0.7124	56	294
chr1	36130000	36140000	36133098-36133117,36133254-36133273,36134797-36134816,36138884-36138903			4	-0.2114	0.7124	56	295
chr1	36130000	36140000	36130000-36140000			4	-0.2114	0.7124	56	296
chr1	36770000	36780000	36774637-36774656	800.0	+	3	-0.432	0.987	57	297
chr1	36770000	36780000	36775475-36775494	805.0	+	3	-0.432	0.987	57	298
chr1	36770000	36780000	36778137-36778156	834.0	-	3	-0.432	0.987	57	299
chr1	36770000	36780000	36774637-36774656,36775475-36775494,36778137-36778156			3	-0.432	0.987	57	300
chr1	36770000	36780000	36770000-36780000			3	-0.432	0.987	57	301
chr1	37250000	37260000	37250510-37250529	861.0	+	8	-0.296	0.7773	58	302
chr1	37250000	37260000	37250857-37250876	952.0	-	8	-0.296	0.7773	58	303
chr1	37250000	37260000	37254871-37254890	905.0	-	8	-0.296	0.7773	58	304
chr1	37250000	37260000	37254930-37254949	861.0	+	8	-0.296	0.7773	58	305
chr1	37250000	37260000	37255135-37255154	813.0	+	8	-0.296	0.7773	58	306
chr1	37250000	37260000	37258139-37258158	839.0	+	8	-0.296	0.7773	58	307
chr1	37250000	37260000	37258633-37258652	893.0	+	8	-0.296	0.7773	58	308
chr1	37250000	37260000	37259328-37259347	807.0	-	8	-0.296	0.7773	58	309
chr1	37250000	37260000	37250510-37250529,37250857-37250876,37254871-37254890,37254930-37254949,37255135-37255154,37258139-37258158,37258633-37258652,37259328-37259347			8	-0.296	0.7773	58	310
chr1	37250000	37260000	37250000-37260000			8	-0.296	0.7773	58	311
chr1	37650000	37660000	37653019-37653038	802.0	-	6	-0.2124	0.4727	59	312
chr1	37650000	37660000	37654197-37654216	931.0	-	6	-0.2124	0.4727	59	313
chr1	37650000	37660000	37654736-37654755	926.0	-	6	-0.2124	0.4727	59	314
chr1	37650000	37660000	37656131-37656150	819.0	-	6	-0.2124	0.4727	59	315
chr1	37650000	37660000	37657253-37657272	814.0	-	6	-0.2124	0.4727	59	316
