out_folder	locus_specification	shuffle_parameter	ctcf_selection_threshold	mutation_method	GC_content
data	chr3,118448128,119758848	2	4	permute_motif	0.38046875
data	chr3,118448128,119758848	2	4	randomise_motif	0.38046875
data	chr3,118448128,119758848	2	8	permute_whole_seq	0.38046875
data	chr3,118448128,119758848	2	8	randomise_whole_seq	0.38046875
data	chr3,118448128,119758848	2	8	mask_motif	0.38046875
data	chr3,118448128,119758848	2	8	permute_motif	0.38046875
data	chr3,118448128,119758848	2	8	randomise_motif	0.38046875
data	chr3,118448128,119758848	2	12	permute_whole_seq	0.38046875
data	chr3,118448128,119758848	2	12	randomise_whole_seq	0.38046875
data	chr3,118448128,119758848	2	12	mask_motif	0.38046875
data	chr3,118448128,119758848	2	12	permute_motif	0.38046875
data	chr3,118448128,119758848	2	12	randomise_motif	0.38046875
data	chr3,118448128,119758848	4	4	permute_whole_seq	0.38046875
data	chr3,118448128,119758848	4	4	randomise_whole_seq	0.38046875
data	chr3,118448128,119758848	4	4	mask_motif	0.38046875
data	chr3,118448128,119758848	4	4	permute_motif	0.38046875
data	chr3,118448128,119758848	4	4	randomise_motif	0.38046875
data	chr3,118448128,119758848	4	8	permute_whole_seq	0.38046875
data	chr3,118448128,119758848	4	8	randomise_whole_seq	0.38046875
data	chr3,118448128,119758848	4	8	mask_motif	0.38046875
data	chr3,118448128,119758848	4	8	permute_motif	0.38046875
data	chr3,118448128,119758848	4	8	randomise_motif	0.38046875
data	chr3,118448128,119758848	4	12	permute_whole_seq	0.38046875
data	chr3,118448128,119758848	4	12	randomise_whole_seq	0.38046875
data	chr3,118448128,119758848	4	12	mask_motif	0.38046875
data	chr3,118448128,119758848	4	12	permute_motif	0.38046875
data	chr3,118448128,119758848	4	12	randomise_motif	0.38046875
data	chr3,118448128,119758848	8	4	permute_whole_seq	0.38046875
data	chr3,118448128,119758848	8	4	randomise_whole_seq	0.38046875
data	chr3,118448128,119758848	8	4	mask_motif	0.38046875
data	chr3,118448128,119758848	8	4	permute_motif	0.38046875
data	chr3,118448128,119758848	8	4	randomise_motif	0.38046875
data	chr3,118448128,119758848	8	8	permute_whole_seq	0.38046875
data	chr3,118448128,119758848	8	8	randomise_whole_seq	0.38046875
data	chr3,118448128,119758848	8	8	mask_motif	0.38046875
data	chr3,118448128,119758848	8	8	permute_motif	0.38046875
data	chr3,118448128,119758848	8	8	randomise_motif	0.38046875
data	chr3,118448128,119758848	8	12	permute_whole_seq	0.38046875
data	chr3,118448128,119758848	8	12	randomise_whole_seq	0.38046875
data	chr3,118448128,119758848	8	12	mask_motif	0.38046875
data	chr3,118448128,119758848	8	12	permute_motif	0.38046875
data	chr3,118448128,119758848	8	12	randomise_motif	0.38046875
data	chr2,95035392,96346112	2	4	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	2	4	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	2	4	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	2	4	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	2	4	randomise_motif	0.38025436401367185
data	chr2,95035392,96346112	2	8	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	2	8	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	2	8	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	2	8	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	2	8	randomise_motif	0.38025436401367185
data	chr2,95035392,96346112	2	12	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	2	12	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	2	12	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	2	12	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	2	12	randomise_motif	0.38025436401367185
data	chr2,95035392,96346112	4	4	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	4	4	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	4	4	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	4	4	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	4	4	randomise_motif	0.38025436401367185
data	chr2,95035392,96346112	4	8	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	4	8	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	4	8	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	4	8	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	4	8	randomise_motif	0.38025436401367185
data	chr2,95035392,96346112	4	12	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	4	12	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	4	12	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	4	12	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	4	12	randomise_motif	0.38025436401367185
data	chr2,95035392,96346112	8	4	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	8	4	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	8	4	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	8	4	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	8	4	randomise_motif	0.38025436401367185
data	chr2,95035392,96346112	8	8	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	8	8	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	8	8	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	8	8	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	8	8	randomise_motif	0.38025436401367185
data	chr2,95035392,96346112	8	12	permute_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	8	12	randomise_whole_seq	0.38025436401367185
data	chr2,95035392,96346112	8	12	mask_motif	0.38025436401367185
data	chr2,95035392,96346112	8	12	permute_motif	0.38025436401367185
data	chr2,95035392,96346112	8	12	randomise_motif	0.38025436401367185
data	chr1,100546560,101857280	2	4	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	2	4	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	2	4	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	2	4	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	2	4	randomise_motif	0.3802482604980469
data	chr1,100546560,101857280	2	8	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	2	8	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	2	8	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	2	8	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	2	8	randomise_motif	0.3802482604980469
data	chr1,100546560,101857280	2	12	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	2	12	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	2	12	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	2	12	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	2	12	randomise_motif	0.3802482604980469
data	chr1,100546560,101857280	4	4	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	4	4	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	4	4	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	4	4	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	4	4	randomise_motif	0.3802482604980469
data	chr1,100546560,101857280	4	8	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	4	8	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	4	8	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	4	8	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	4	8	randomise_motif	0.3802482604980469
data	chr1,100546560,101857280	4	12	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	4	12	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	4	12	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	4	12	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	4	12	randomise_motif	0.3802482604980469
data	chr1,100546560,101857280	8	4	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	8	4	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	8	4	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	8	4	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	8	4	randomise_motif	0.3802482604980469
data	chr1,100546560,101857280	8	8	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	8	8	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	8	8	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	8	8	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	8	8	randomise_motif	0.3802482604980469
data	chr1,100546560,101857280	8	12	permute_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	8	12	randomise_whole_seq	0.3802482604980469
data	chr1,100546560,101857280	8	12	mask_motif	0.3802482604980469
data	chr1,100546560,101857280	8	12	permute_motif	0.3802482604980469
data	chr1,100546560,101857280	8	12	randomise_motif	0.3802482604980469
data	chr3,48842752,50153472	2	4	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	2	4	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	2	4	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	2	4	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	2	4	randomise_motif	0.3802146911621094
data	chr3,48842752,50153472	2	8	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	2	8	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	2	8	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	2	8	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	2	8	randomise_motif	0.3802146911621094
data	chr3,48842752,50153472	2	12	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	2	12	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	2	12	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	2	12	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	2	12	randomise_motif	0.3802146911621094
data	chr3,48842752,50153472	4	4	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	4	4	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	4	4	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	4	4	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	4	4	randomise_motif	0.3802146911621094
data	chr3,48842752,50153472	4	8	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	4	8	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	4	8	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	4	8	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	4	8	randomise_motif	0.3802146911621094
data	chr3,48842752,50153472	4	12	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	4	12	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	4	12	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	4	12	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	4	12	randomise_motif	0.3802146911621094
data	chr3,48842752,50153472	8	4	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	8	4	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	8	4	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	8	4	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	8	4	randomise_motif	0.3802146911621094
data	chr3,48842752,50153472	8	8	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	8	8	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	8	8	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	8	8	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	8	8	randomise_motif	0.3802146911621094
data	chr3,48842752,50153472	8	12	permute_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	8	12	randomise_whole_seq	0.3802146911621094
data	chr3,48842752,50153472	8	12	mask_motif	0.3802146911621094
data	chr3,48842752,50153472	8	12	permute_motif	0.3802146911621094
data	chr3,48842752,50153472	8	12	randomise_motif	0.3802146911621094
data	chr1,98244608,99555328	2	4	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	2	4	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	2	4	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	2	4	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	2	4	randomise_motif	0.3801414489746094
data	chr1,98244608,99555328	2	8	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	2	8	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	2	8	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	2	8	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	2	8	randomise_motif	0.3801414489746094
data	chr1,98244608,99555328	2	12	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	2	12	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	2	12	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	2	12	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	2	12	randomise_motif	0.3801414489746094
data	chr1,98244608,99555328	4	4	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	4	4	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	4	4	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	4	4	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	4	4	randomise_motif	0.3801414489746094
data	chr1,98244608,99555328	4	8	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	4	8	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	4	8	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	4	8	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	4	8	randomise_motif	0.3801414489746094
data	chr1,98244608,99555328	4	12	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	4	12	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	4	12	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	4	12	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	4	12	randomise_motif	0.3801414489746094
data	chr1,98244608,99555328	8	4	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	8	4	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	8	4	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	8	4	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	8	4	randomise_motif	0.3801414489746094
data	chr1,98244608,99555328	8	8	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	8	8	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	8	8	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	8	8	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	8	8	randomise_motif	0.3801414489746094
data	chr1,98244608,99555328	8	12	permute_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	8	12	randomise_whole_seq	0.3801414489746094
data	chr1,98244608,99555328	8	12	mask_motif	0.3801414489746094
data	chr1,98244608,99555328	8	12	permute_motif	0.3801414489746094
data	chr1,98244608,99555328	8	12	randomise_motif	0.3801414489746094
data	chr2,108314624,109625344	2	4	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	2	4	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	2	4	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	2	4	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	2	4	randomise_motif	0.38012237548828126
data	chr2,108314624,109625344	2	8	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	2	8	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	2	8	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	2	8	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	2	8	randomise_motif	0.38012237548828126
data	chr2,108314624,109625344	2	12	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	2	12	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	2	12	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	2	12	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	2	12	randomise_motif	0.38012237548828126
data	chr2,108314624,109625344	4	4	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	4	4	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	4	4	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	4	4	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	4	4	randomise_motif	0.38012237548828126
data	chr2,108314624,109625344	4	8	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	4	8	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	4	8	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	4	8	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	4	8	randomise_motif	0.38012237548828126
data	chr2,108314624,109625344	4	12	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	4	12	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	4	12	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	4	12	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	4	12	randomise_motif	0.38012237548828126
data	chr2,108314624,109625344	8	4	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	8	4	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	8	4	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	8	4	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	8	4	randomise_motif	0.38012237548828126
data	chr2,108314624,109625344	8	8	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	8	8	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	8	8	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	8	8	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	8	8	randomise_motif	0.38012237548828126
data	chr2,108314624,109625344	8	12	permute_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	8	12	randomise_whole_seq	0.38012237548828126
data	chr2,108314624,109625344	8	12	mask_motif	0.38012237548828126
data	chr2,108314624,109625344	8	12	permute_motif	0.38012237548828126
data	chr2,108314624,109625344	8	12	randomise_motif	0.38012237548828126
data	chr1,101201920,102512640	2	4	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	2	4	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	2	4	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	2	4	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	2	4	randomise_motif	0.3800788879394531
data	chr1,101201920,102512640	2	8	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	2	8	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	2	8	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	2	8	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	2	8	randomise_motif	0.3800788879394531
data	chr1,101201920,102512640	2	12	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	2	12	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	2	12	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	2	12	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	2	12	randomise_motif	0.3800788879394531
data	chr1,101201920,102512640	4	4	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	4	4	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	4	4	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	4	4	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	4	4	randomise_motif	0.3800788879394531
data	chr1,101201920,102512640	4	8	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	4	8	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	4	8	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	4	8	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	4	8	randomise_motif	0.3800788879394531
data	chr1,101201920,102512640	4	12	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	4	12	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	4	12	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	4	12	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	4	12	randomise_motif	0.3800788879394531
data	chr1,101201920,102512640	8	4	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	8	4	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	8	4	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	8	4	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	8	4	randomise_motif	0.3800788879394531
data	chr1,101201920,102512640	8	8	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	8	8	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	8	8	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	8	8	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	8	8	randomise_motif	0.3800788879394531
data	chr1,101201920,102512640	8	12	permute_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	8	12	randomise_whole_seq	0.3800788879394531
data	chr1,101201920,102512640	8	12	mask_motif	0.3800788879394531
data	chr1,101201920,102512640	8	12	permute_motif	0.3800788879394531
data	chr1,101201920,102512640	8	12	randomise_motif	0.3800788879394531
data	chr3,16859136,18169856	2	4	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	2	4	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	2	4	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	2	4	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	2	4	randomise_motif	0.38007354736328125
data	chr3,16859136,18169856	2	8	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	2	8	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	2	8	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	2	8	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	2	8	randomise_motif	0.38007354736328125
data	chr3,16859136,18169856	2	12	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	2	12	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	2	12	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	2	12	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	2	12	randomise_motif	0.38007354736328125
data	chr3,16859136,18169856	4	4	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	4	4	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	4	4	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	4	4	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	4	4	randomise_motif	0.38007354736328125
data	chr3,16859136,18169856	4	8	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	4	8	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	4	8	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	4	8	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	4	8	randomise_motif	0.38007354736328125
data	chr3,16859136,18169856	4	12	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	4	12	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	4	12	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	4	12	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	4	12	randomise_motif	0.38007354736328125
data	chr3,16859136,18169856	8	4	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	8	4	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	8	4	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	8	4	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	8	4	randomise_motif	0.38007354736328125
data	chr3,16859136,18169856	8	8	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	8	8	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	8	8	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	8	8	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	8	8	randomise_motif	0.38007354736328125
data	chr3,16859136,18169856	8	12	permute_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	8	12	randomise_whole_seq	0.38007354736328125
data	chr3,16859136,18169856	8	12	mask_motif	0.38007354736328125
data	chr3,16859136,18169856	8	12	permute_motif	0.38007354736328125
data	chr3,16859136,18169856	8	12	randomise_motif	0.38007354736328125
data	chr2,63379456,64690176	2	4	permute_whole_seq	0.37985763549804685
data	chr2,63379456,64690176	2	4	randomise_whole_seq	0.37985763549804685
