,gene_id,chrom,start,end,strand,tss,Geneid,SYMBOL,log2FoldChange,padj,baseMean,avg_vst_counts,avg_counts,DE_status,promoter_NIPBL_score_0,promoter_H3K27Ac_score_0
25,ENSMUSG00000025911.14,chr1,9527947,9547947,+,9547947,ENSMUSG00000025911.14,,,,,7.059806148099199,45.833333333333336,nonsig,0.5793141444988402,3.725509970959421
26,ENSMUSG00000081441.3,chr1,9554547,9574547,+,9574547,ENSMUSG00000081441.3,,,,,6.1248920400455065,7.333333333333333,nonsig,0.4013032352389348,0.45088401285799595
27,ENSMUSG00000025912.16,chr1,9700210,9720210,-,9700210,ENSMUSG00000025912.16,,,,,9.345752109277251,550.8333333333334,nonsig,0.4848935610055298,1.987665197239486
28,ENSMUSG00000045210.8,chr1,9748383,9768383,-,9748383,ENSMUSG00000045210.8,,,,,10.240492634260795,1081.1666666666667,nonsig,0.5103292929715698,1.7970012632366545
29,ENSMUSG00000097893.8,chr1,9727647,9747647,+,9747647,ENSMUSG00000097893.8,,,,,6.35792337109192,12.0,nonsig,0.42354367913341573,1.0080066279481943
30,ENSMUSG00000025915.14,chr1,9778106,9798106,+,9798106,ENSMUSG00000025915.14,,,,,8.899798250289907,369.5,nonsig,0.32327909372561914,0.9149622517571135
31,ENSMUSG00000046101.16,chr1,9888637,9908637,+,9908637,ENSMUSG00000046101.16,,,,,6.84869904055022,34.5,nonsig,0.6664551271546649,1.0794473827559432
32,ENSMUSG00000098234.7,chr1,9944119,9964119,-,9944119,ENSMUSG00000098234.7,,,,,9.909598166306347,805.1666666666666,nonsig,0.7193505217554959,2.428641531873904
33,ENSMUSG00000093178.1,chr1,9942550,9962550,-,9942550,ENSMUSG00000093178.1,,,,,6.46522288652125,16.0,nonsig,0.7834958753914608,3.287295744682069
34,ENSMUSG00000099032.2,chr1,9967933,9987933,-,9967933,ENSMUSG00000099032.2,,,,,7.231265937268293,66.83333333333333,nonsig,0.3618877946116657,0.9435174285145415
35,ENSMUSG00000025917.9,chr1,10038128,10058128,-,10038128,ENSMUSG00000025917.9,,,,,11.3437419115281,2310.0,nonsig,0.7272214055173323,3.8908807295794965
36,ENSMUSG00000056763.16,chr1,10017986,10037986,+,10037986,ENSMUSG00000056763.16,,,,,10.451606482487767,1271.6666666666667,nonsig,0.7802733871396944,2.877939642774062
37,ENSMUSG00000067851.11,chr1,10232671,10252671,-,10232671,ENSMUSG00000067851.11,,,,,10.755717710472732,1695.8333333333333,nonsig,0.39633973869713873,2.137018182398831
38,ENSMUSG00000083422.1,chr1,10555554,10575554,-,10555554,ENSMUSG00000083422.1,,,,,6.439245357375502,17.0,nonsig,0.30791178374394934,0.24703908289074442
39,ENSMUSG00000100648.1,chr1,10848687,10868687,+,10868687,ENSMUSG00000100648.1,,,,,6.328368800289003,10.666666666666666,nonsig,0.5727679231059071,0.9777976759841007
40,ENSMUSG00000048960.13,chr1,10973464,10993464,+,10993464,ENSMUSG00000048960.13,,,,,10.213207708688012,1122.0,nonsig,0.10120145589511868,0.35645431166330077
41,ENSMUSG00000057715.13,chr1,11394104,11414104,+,11414104,ENSMUSG00000057715.13,,,,,7.346113066281969,73.5,nonsig,0.8274383416164872,2.1282303330549968
42,ENSMUSG00000101610.1,chr1,12100959,12120959,+,12120959,ENSMUSG00000101610.1,,,,,6.1689828874451385,6.5,nonsig,0.29720412524494366,0.21315039792459203
43,ENSMUSG00000097628.1,chr1,12545576,12565576,+,12565576,ENSMUSG00000097628.1,,,,,6.581874116664569,22.0,nonsig,0.31701337767330173,0.2731525652807276
44,ENSMUSG00000016918.15,chr1,12672276,12692276,+,12692276,ENSMUSG00000016918.15,Sulf1,0.673719544,0.012476895,552.3507281,9.233820973492204,447.6666666666667,up,0.41695275040321444,0.5235352267648378
45,ENSMUSG00000025938.16,chr1,12992651,13012651,-,12992651,ENSMUSG00000025938.16,,,,,8.484114347440823,255.5,nonsig,0.5859364186538412,1.2007618693276152
46,ENSMUSG00000069620.6,chr1,13042024,13062024,+,13062024,ENSMUSG00000069620.6,,,,,6.511702213009016,17.0,nonsig,0.7207823726631885,1.8107491115531322
47,ENSMUSG00000099498.1,chr1,13048837,13068837,+,13068837,ENSMUSG00000099498.1,,,,,6.301243401760863,9.833333333333334,nonsig,0.7611336295860456,2.2934963134973763
48,ENSMUSG00000042414.7,chr1,13127164,13147164,-,13127164,ENSMUSG00000042414.7,Prdm14,-1.482447091,7.13e-23,907.1622366,10.162191313424943,951.0,down,0.7925734141882853,1.7529570423984742
49,ENSMUSG00000005886.14,chr1,13372440,13392440,-,13372440,ENSMUSG00000005886.14,,,,,10.302303336055973,1140.3333333333333,nonsig,0.5731441637501392,3.175401234722603
50,ENSMUSG00000103085.1,chr1,13348205,13368205,-,13348205,ENSMUSG00000103085.1,,,,,6.305856821565908,10.5,nonsig,0.4161646876540723,0.5871975186756841
51,ENSMUSG00000025935.10,chr1,13589911,13609911,-,13589911,ENSMUSG00000025935.10,,,,,11.037651404806786,1890.1666666666667,nonsig,0.5695028833172796,2.1400602188678803
52,ENSMUSG00000025937.6,chr1,13660547,13680547,-,13660547,ENSMUSG00000025937.6,,,,,12.003899914741716,3889.6666666666665,nonsig,0.8432672791926982,3.5365244217067846
53,ENSMUSG00000102982.1,chr1,13642749,13662749,-,13642749,ENSMUSG00000102982.1,,,,,7.0905504093102385,59.5,nonsig,0.9053377900660049,4.881766595148972
54,ENSMUSG00000067813.3,chr1,13648770,13668770,+,13668770,ENSMUSG00000067813.3,,,,,6.309421405098143,12.833333333333334,nonsig,0.9984315040430676,5.319355711041679
55,ENSMUSG00000097711.1,chr1,13786880,13806880,-,13786880,ENSMUSG00000097711.1,,,,,6.372435721756553,11.666666666666666,nonsig,0.4620872006143595,0.5352849232541081
56,ENSMUSG00000025932.14,chr1,14310201,14330201,-,14310201,ENSMUSG00000025932.14,,,,,8.486355591383406,273.1666666666667,nonsig,0.4464681341895294,1.150583480362983
57,ENSMUSG00000054493.2,chr1,14732936,14752936,+,14752936,ENSMUSG00000054493.2,,,,,6.023206259539388,5.166666666666667,nonsig,0.8413938812208818,3.0814569220079577
58,ENSMUSG00000025930.6,chr1,14755991,14775991,-,14755991,ENSMUSG00000025930.6,,,,,8.091550573251862,199.0,nonsig,0.40989570902325945,1.6800870470774332
59,ENSMUSG00000081201.1,chr1,14840157,14860157,-,14840157,ENSMUSG00000081201.1,,,,,6.1906773767871615,6.666666666666667,nonsig,0.2255168854612961,0.27181449277615266
60,ENSMUSG00000082193.1,chr1,14845071,14865071,+,14865071,ENSMUSG00000082193.1,,,,,7.385010976356429,78.16666666666667,nonsig,0.22798814283765856,0.3083706451262939
61,ENSMUSG00000032769.5,chr1,14918863,14938863,-,14918863,ENSMUSG00000032769.5,Trpa1,-1.429235435,3.67e-06,78.05735602,7.539367697166093,96.83333333333333,down,0.3398838543370986,0.335774468100333
62,ENSMUSG00000073737.3,chr1,15269798,15289798,-,15269798,ENSMUSG00000073737.3,,,,,6.959869859193599,43.666666666666664,nonsig,0.308813938061776,0.46468913912855536
63,ENSMUSG00000025925.14,chr1,15785645,15805645,+,15805645,ENSMUSG00000025925.14,,,,,12.076889427190885,4012.0,nonsig,0.8228557129962534,5.814735431783164
64,ENSMUSG00000104379.1,chr1,15833330,15853330,+,15853330,ENSMUSG00000104379.1,,,,,6.4524757090964,18.833333333333332,nonsig,0.44380881903677516,0.5639176926683017
65,ENSMUSG00000032719.4,chr1,15892723,15912723,-,15892723,ENSMUSG00000032719.4,,,,,6.041008891577529,5.833333333333333,nonsig,0.3336321000320767,0.6704878651565557
66,ENSMUSG00000043716.13,chr1,16102083,16122083,-,16102083,ENSMUSG00000043716.13,,,,,15.080922713525732,31930.333333333332,nonsig,0.7204401214652482,4.646138688749654
67,ENSMUSG00000025921.7,chr1,16085773,16105773,+,16105773,ENSMUSG00000025921.7,,,,,7.687617579236942,116.5,nonsig,0.6766569052908359,4.278561669210073
68,ENSMUSG00000025920.19,chr1,16519307,16539307,-,16519307,ENSMUSG00000025920.19,Stau2,0.6587977,0.005330151,139.2002749,7.6779017912687095,114.83333333333333,up,0.34294982784604744,0.9004933767289275
69,ENSMUSG00000025939.18,chr1,16619313,16639313,-,16619313,ENSMUSG00000025939.18,,,,,9.135159828593197,444.3333333333333,nonsig,0.3328029535655535,0.7969578959345072
70,ENSMUSG00000079658.9,chr1,16656885,16676885,-,16656885,ENSMUSG00000079658.9,,,,,11.120291768730382,1950.1666666666667,nonsig,0.5657972862810169,2.8014963980984504
71,ENSMUSG00000025940.6,chr1,16645206,16665206,+,16665206,ENSMUSG00000025940.6,,,,,9.090653523262812,436.6666666666667,nonsig,0.7656787471450277,3.4891684080364667
72,ENSMUSG00000091020.3,chr1,16770139,16790139,-,16770139,ENSMUSG00000091020.3,,,,,6.8178163985967615,35.166666666666664,nonsig,0.3321037865757037,0.24502570574384033
73,ENSMUSG00000042686.5,chr1,17004220,17024220,-,17004220,ENSMUSG00000042686.5,,,,,6.467322994602282,17.5,nonsig,0.30555843119490694,0.25151420028312715
74,ENSMUSG00000100398.1,chr1,17374957,17394957,+,17394957,ENSMUSG00000100398.1,,,,,6.478612154056286,19.333333333333332,nonsig,0.1160723240534305,0.10653693319146725
75,ENSMUSG00000101589.1,chr1,17400282,17420282,-,17400282,ENSMUSG00000101589.1,,,,,6.504373516077892,16.0,nonsig,0.30334865173134645,0.29001974569298067
76,ENSMUSG00000102048.1,chr1,17429529,17449529,-,17429529,ENSMUSG00000102048.1,,,,,6.310106570524799,9.833333333333334,nonsig,0.6049936040406003,0.8894606773294951
77,ENSMUSG00000025776.13,chr1,17707044,17727044,+,17727044,ENSMUSG00000025776.13,,,,,6.287875666563334,8.833333333333334,nonsig,0.2842839033619984,0.19707136606613912
78,ENSMUSG00000101685.1,chr1,18263380,18283380,-,18263380,ENSMUSG00000101685.1,,,,,6.23467667049009,8.333333333333334,nonsig,0.41625645442557896,0.9477176106409747
79,ENSMUSG00000100720.1,chr1,19153967,19173967,-,19153967,ENSMUSG00000100720.1,,,,,6.223917017400185,7.5,nonsig,0.24675879863217046,0.17814508322587766
80,ENSMUSG00000100204.1,chr1,19310938,19330938,+,19330938,ENSMUSG00000100204.1,,,,,6.398354605455605,12.5,nonsig,0.25164859303103493,0.1896217954508262
81,ENSMUSG00000043760.16,chr1,20618065,20638065,-,20618065,ENSMUSG00000043760.16,,,,,6.591215488540258,25.333333333333332,nonsig,0.3401213189317361,0.22786874313481192
82,ENSMUSG00000041872.9,chr1,20784271,20804271,-,20784271,ENSMUSG00000041872.9,,,,,6.237956942994405,8.333333333333334,nonsig,0.4528737463509121,0.7997647931340578
83,ENSMUSG00000041859.10,chr1,20820313,20840313,-,20820313,ENSMUSG00000041859.10,,,,,13.953586205745069,14619.5,nonsig,0.2817487512718323,0.9454536611816025
84,ENSMUSG00000025931.15,chr1,20870605,20890605,+,20890605,ENSMUSG00000025931.15,,,,,7.992300403854592,142.0,nonsig,0.4509933805220492,0.8160216776675708
85,ENSMUSG00000041809.5,chr1,20931625,20951625,+,20951625,ENSMUSG00000041809.5,,,,,7.145582163577045,52.166666666666664,nonsig,0.358809671025217,0.7930921149477289
86,ENSMUSG00000041779.5,chr1,21079230,21099230,-,21079230,ENSMUSG00000041779.5,,,,,9.040445199688058,387.6666666666667,nonsig,0.4589970506504482,0.947945274938805
87,ENSMUSG00000025933.15,chr1,21198574,21218574,+,21218574,ENSMUSG00000025933.15,,,,,7.4809793317706665,84.16666666666667,nonsig,0.302185590209424,0.672601530726197
88,ENSMUSG00000102633.1,chr1,21214721,21234721,+,21234721,ENSMUSG00000102633.1,,,,,6.190014680324279,7.666666666666667,nonsig,0.5034390583808593,1.3703443874090309
89,ENSMUSG00000025934.15,chr1,21220588,21240588,+,21240588,ENSMUSG00000025934.15,,,,,9.700336088358343,729.1666666666666,nonsig,0.445648295219453,0.8711414005050564
90,ENSMUSG00000099343.1,chr1,21271594,21291594,-,21271594,ENSMUSG00000099343.1,,,,,6.669679497312711,26.5,nonsig,0.4397313551559155,0.4297962999662916
91,ENSMUSG00000082935.3,chr1,21513057,21533057,-,21513057,ENSMUSG00000082935.3,,,,,7.558336518437198,96.66666666666667,nonsig,0.288458434646158,0.18181787113390271
92,ENSMUSG00000041670.16,chr1,22805725,22825725,-,22805725,ENSMUSG00000041670.16,Rims1,-1.130314542,0.048556887,62.46262508,7.095491223757402,70.33333333333333,down,0.2829424756160304,0.3022838694477756
93,ENSMUSG00000097970.1,chr1,23271536,23291536,+,23291536,ENSMUSG00000097970.1,,,,,6.0830840892060545,5.5,nonsig,0.3234898297550652,0.3099822918692847
94,ENSMUSG00000026158.11,chr1,23383176,23403176,-,23383176,ENSMUSG00000026158.11,,,,,8.469726599335353,259.1666666666667,nonsig,0.4311089516398642,0.73046734963189
95,ENSMUSG00000026156.8,chr1,23741752,23761752,+,23761752,ENSMUSG00000026156.8,,,,,6.689553733706302,27.333333333333332,nonsig,0.42070547479600806,0.3244896543306555
96,ENSMUSG00000026155.13,chr1,23909737,23929737,-,23909737,ENSMUSG00000026155.13,,,,,9.747789549997165,762.6666666666666,nonsig,0.4512463670864709,1.5623166099336236
97,ENSMUSG00000026154.4,chr1,24005657,24025657,-,24005657,ENSMUSG00000026154.4,,,,,8.620757130360758,276.8333333333333,nonsig,0.3746298582255653,0.7316613729025201
98,ENSMUSG00000026153.15,chr1,24026760,24046760,-,24026760,ENSMUSG00000026153.15,,,,,9.472924977375584,609.3333333333334,nonsig,0.37702570905140176,0.2625255139017966
99,ENSMUSG00000026147.16,chr1,24157609,24177609,+,24177609,ENSMUSG00000026147.16,,,,,6.054712469059688,7.166666666666667,nonsig,0.36229814754349304,0.22527722708911713
100,ENSMUSG00000099997.1,chr1,24595424,24615424,-,24595424,ENSMUSG00000099997.1,,,,,7.045994864958409,47.333333333333336,nonsig,0.4009519512520087,0.1214469664534167
101,ENSMUSG00000100131.1,chr1,24612411,24632411,-,24612411,ENSMUSG00000100131.1,,,,,8.959962991711413,378.8333333333333,nonsig,0.396572746912599,0.15002607367003098
102,ENSMUSG00000067736.2,chr1,24612701,24632701,-,24612701,ENSMUSG00000067736.2,,,,,7.754184835264482,119.33333333333333,nonsig,0.398039584802114,0.150695883087267
103,ENSMUSG00000101939.1,chr1,24613120,24633120,-,24613120,ENSMUSG00000101939.1,,,,,9.849580728098259,772.3333333333334,nonsig,0.4001688605450136,0.15166587032196444
104,ENSMUSG00000101111.1,chr1,24613972,24633972,-,24613972,ENSMUSG00000101111.1,,,,,10.238265516824333,1013.0,nonsig,0.4018598418788023,0.1555114450401497
105,ENSMUSG00000100862.1,chr1,24614652,24634652,-,24614652,ENSMUSG00000100862.1,,,,,10.93715934042815,1718.5,nonsig,0.37831860552950125,0.15976443325248801
106,ENSMUSG00000102070.1,chr1,24615566,24635566,-,24615566,ENSMUSG00000102070.1,,,,,10.346205849130662,1111.0,nonsig,0.3454701824582492,0.16567192844627696
107,ENSMUSG00000101249.1,chr1,24616198,24636198,-,24616198,ENSMUSG00000101249.1,,,,,10.534479518596703,1279.5,nonsig,0.3211142735438923,0.16989089533735469
108,ENSMUSG00000073725.8,chr1,24658629,24678629,+,24678629,ENSMUSG00000073725.8,Lmbrd1,0.359880138,0.044614614,367.4782862,8.702832238807863,326.5,up,0.4120567873035097,0.9104727957974992
109,ENSMUSG00000086240.4,chr1,28580773,28600773,-,28580773,ENSMUSG00000086240.4,,,,,7.030332740776175,45.0,nonsig,0.26064108208628056,0.16751489982206574
110,ENSMUSG00000099492.1,chr1,29485916,29505916,-,29485916,ENSMUSG00000099492.1,,,,,7.538236399330855,89.66666666666667,nonsig,0.26321862219419023,0.1425267594202154
111,ENSMUSG00000048874.15,chr1,30873582,30893582,-,30873582,ENSMUSG00000048874.15,,,,,12.526517095668382,5792.666666666667,nonsig,0.579356535560585,4.028796204335779
112,ENSMUSG00000104315.1,chr1,30868539,30888539,-,30868539,ENSMUSG00000104315.1,,,,,6.331008814003986,12.333333333333334,nonsig,0.7069225262621458,5.68193884561498
113,ENSMUSG00000026064.16,chr1,30949310,30969310,-,30949310,ENSMUSG00000026064.16,,,,,6.6230578294394755,25.166666666666668,nonsig,0.46021088570289215,1.6377813996402464
114,ENSMUSG00000117310.2,chr1,30949771,30969771,-,30949771,ENSMUSG00000117310.2,,,,,6.32329036280089,14.333333333333334,nonsig,0.45068137084164855,1.331268979208306
115,ENSMUSG00000100481.1,chr1,33080906,33100906,+,33100906,ENSMUSG00000100481.1,,,,,6.1523015910877605,5.666666666666667,nonsig,0.29387516619684884,0.23454363049025684
116,ENSMUSG00000026134.11,chr1,33669796,33689796,-,33669796,ENSMUSG00000026134.11,,,,,10.539152730118849,1307.0,nonsig,0.4943906125567085,0.8553341361921127
117,ENSMUSG00000101682.1,chr1,33462100,33482100,+,33482100,ENSMUSG00000101682.1,,,,,6.211348829393697,7.166666666666667,nonsig,0.4241911880626765,0.5482015573308461
118,ENSMUSG00000004768.14,chr1,33699886,33719886,+,33719886,ENSMUSG00000004768.14,,,,,10.429405788852634,1214.6666666666667,nonsig,0.31796145260354636,1.2503211250790403
119,ENSMUSG00000042215.8,chr1,33757796,33777796,-,33757796,ENSMUSG00000042215.8,,,,,7.259243024281783,66.33333333333333,nonsig,0.4321314563793499,1.013392278487367
120,ENSMUSG00000042197.13,chr1,33814386,33834386,-,33814386,ENSMUSG00000042197.13,,,,,10.8646894715546,1671.8333333333333,nonsig,0.4400821376749446,1.2692343739510803
121,ENSMUSG00000081402.4,chr1,33838681,33858681,-,33838681,ENSMUSG00000081402.4,,,,,7.481863300332641,94.0,nonsig,0.36163451030846533,0.5545662935647252
122,ENSMUSG00000042182.16,chr1,33907769,33927769,-,33907769,ENSMUSG00000042182.16,,,,,6.7040507508437335,25.166666666666668,nonsig,0.44400002207747247,1.4876512738393757
123,ENSMUSG00000026131.20,chr1,33888224,33908224,+,33908224,ENSMUSG00000026131.20,,,,,13.470353833686666,11344.166666666666,nonsig,0.5849616829127694,1.4280001233519686
124,ENSMUSG00000103596.1,chr1,33902454,33922454,+,33922454,ENSMUSG00000103596.1,,,,,6.370953017810698,12.666666666666666,nonsig,0.5663832529520992,1.9056611543533917
125,ENSMUSG00000103364.1,chr1,34012099,34032099,+,34032099,ENSMUSG00000103364.1,,,,,6.421010902059425,14.666666666666666,nonsig,0.6274590590618043,1.880941937038649
126,ENSMUSG00000096992.3,chr1,34178272,34198272,-,34178272,ENSMUSG00000096992.3,,,,,7.030527888647234,51.0,nonsig,0.5763475685904097,0.9840631346298374
127,ENSMUSG00000102336.1,chr1,34433265,34453265,-,34433265,ENSMUSG00000102336.1,,,,,6.162809580411818,9.5,nonsig,0.5306694205137764,2.5852846728771937
128,ENSMUSG00000042111.9,chr1,34439673,34459673,-,34439673,ENSMUSG00000042111.9,,,,,10.18245062568065,979.1666666666666,nonsig,0.4400887018724364,1.5299918829703887
129,ENSMUSG00000026127.13,chr1,34419850,34439850,+,34439850,ENSMUSG00000026127.13,,,,,11.484233574459052,2622.6666666666665,nonsig,0.22727222933064145,1.395351381927764
130,ENSMUSG00000026126.15,chr1,34439761,34459761,+,34459761,ENSMUSG00000026126.15,,,,,6.448061806541634,16.333333333333332,nonsig,0.4407905989931021,1.4955244253633566
131,ENSMUSG00000037509.21,chr1,34658187,34678187,+,34678187,ENSMUSG00000037509.21,,,,,7.8979307381984745,134.33333333333334,nonsig,0.36939019552982205,0.48549800445065433
132,ENSMUSG00000104002.2,chr1,34811909,34831909,-,34811909,ENSMUSG00000104002.2,,,,,6.750083270717899,28.0,nonsig,0.4019597073041761,1.015720810553843
133,ENSMUSG00000037503.12,chr1,34843051,34863051,-,34843051,ENSMUSG00000037503.12,,,,,11.577032092602266,2801.0,nonsig,0.7106218029107786,4.336781892243956
134,ENSMUSG00000104358.1,chr1,34803524,34823524,+,34823524,ENSMUSG00000104358.1,,,,,6.436274642229229,17.0,nonsig,0.48427784981376276,1.0111588650872916
135,ENSMUSG00000026123.11,chr1,34829975,34849975,+,34849975,ENSMUSG00000026123.11,,,,,9.540367078359266,615.3333333333334,nonsig,0.6142257003261308,3.47299969718812
136,ENSMUSG00000103708.1,chr1,36011045,36031045,-,36011045,ENSMUSG00000103708.1,,,,,6.683632764587554,28.5,nonsig,1.13256557158325,7.045334571123961
137,ENSMUSG00000102434.1,chr1,36031019,36051019,-,36031019,ENSMUSG00000102434.1,,,,,6.0385399732534895,5.166666666666667,nonsig,0.44332846148534205,1.6396525872596948
138,ENSMUSG00000045216.7,chr1,36048399,36068399,+,36068399,ENSMUSG00000045216.7,Hs6st1,-0.688750861,1.44e-06,2728.611829,11.583825578002333,2811.1666666666665,down,1.4479637234011435,10.496293379112808
139,ENSMUSG00000102202.1,chr1,36112041,36132041,+,36132041,ENSMUSG00000102202.1,,,,,6.153867506772495,6.0,nonsig,0.5058189223589546,0.9850344273550282
140,ENSMUSG00000037470.14,chr1,36244306,36264306,-,36244306,ENSMUSG00000037470.14,,,,,12.182873008698785,4238.666666666667,nonsig,0.6835963401137348,1.5759884774036603
141,ENSMUSG00000047180.8,chr1,36273436,36293436,-,36273436,ENSMUSG00000047180.8,Neurl3,2.03138735,0.025083428,10.19631812,6.191825809380994,6.666666666666667,up,0.43319037121728504,0.43224206710365776
142,ENSMUSG00000037447.16,chr1,36287732,36307732,+,36307732,ENSMUSG00000037447.16,,,,,7.869954473375141,132.0,nonsig,0.5579090297243554,1.0123157984031954
143,ENSMUSG00000010453.12,chr1,36369158,36389158,-,36369158,ENSMUSG00000010453.12,,,,,10.878198092512983,1687.5,nonsig,0.46032412519425364,1.1443754840380296
144,ENSMUSG00000037432.15,chr1,36352290,36372290,+,36372290,ENSMUSG00000037432.15,,,,,7.4981672110453275,86.5,nonsig,0.5940029295157091,2.216223537914325
145,ENSMUSG00000001143.13,chr1,36439669,36459669,-,36439669,ENSMUSG00000001143.13,,,,,9.076251486145814,415.1666666666667,nonsig,0.42424829818313203,0.9627919673011652
146,ENSMUSG00000037408.10,chr1,36451619,36471619,+,36471619,ENSMUSG00000037408.10,,,,,8.221520942141822,195.16666666666666,nonsig,0.48142965657909664,1.1982536399484136
147,ENSMUSG00000001138.13,chr1,36491866,36511866,+,36511866,ENSMUSG00000001138.13,,,,,9.81140752157717,719.6666666666666,nonsig,0.5511350611916682,1.481784045975702
148,ENSMUSG00000067653.12,chr1,36536522,36556522,-,36536522,ENSMUSG00000067653.12,,,,,6.451745322621782,14.5,nonsig,0.6718825186207198,1.5859977124518074
149,ENSMUSG00000079610.9,chr1,36547220,36567220,-,36547220,ENSMUSG00000079610.9,,,,,7.7157356381483195,111.33333333333333,nonsig,0.7942681869485637,1.9402974102813446
150,ENSMUSG00000026121.13,chr1,36558350,36578350,-,36558350,ENSMUSG00000026121.13,Sema4c,0.865763108,0.003594567,86.34050108,7.343154888724153,67.66666666666667,up,0.6661181555307568,1.442677707668265
151,ENSMUSG00000087589.3,chr1,36537700,36557700,+,36557700,ENSMUSG00000087589.3,,,,,6.314748234165631,10.5,nonsig,0.757067265513714,1.9966982372060076
