background_seqs	enhancer_offset	ctcf_offset_2	ctcf_offset_1	enhancer_flank_bp	ctcf_flank_bp_2	ctcf_flank_bp_1	enhancer_locus_specification	ctcf_locus_specification_2	ctcf_locus_specification_1	locus_orientation	gene_locus_specification	gene_flank_bp	gene_offset	gene_symbol	promoter_num_of_motifs	insert_loci	insert_flank_bp	insert_offsets
0				0	0	0				>	chr1,11394104,11414104,+	0	50000	ENSMUSG00000057715.13	2	None$None$chr1,11394104,11414104,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,12100959,12120959,+	0	50000	ENSMUSG00000101610.1	6	None$None$chr1,12100959,12120959,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,12545576,12565576,+	0	50000	ENSMUSG00000097628.1	9	None$None$chr1,12545576,12565576,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,12672276,12692276,+	0	50000	ENSMUSG00000016918.15	1	None$None$chr1,12672276,12692276,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,12992651,13012651,-	0	50000	ENSMUSG00000025938.16	12	None$None$chr1,12992651,13012651,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13042024,13062024,+	0	50000	ENSMUSG00000069620.6	10	None$None$chr1,13042024,13062024,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13048837,13068837,+	0	50000	ENSMUSG00000099498.1	10	None$None$chr1,13048837,13068837,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13127164,13147164,-	0	50000	ENSMUSG00000042414.7	13	None$None$chr1,13127164,13147164,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13372440,13392440,-	0	50000	ENSMUSG00000005886.14	10	None$None$chr1,13372440,13392440,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13348205,13368205,-	0	50000	ENSMUSG00000103085.1	6	None$None$chr1,13348205,13368205,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13589911,13609911,-	0	50000	ENSMUSG00000025935.10	7	None$None$chr1,13589911,13609911,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13660547,13680547,-	0	50000	ENSMUSG00000025937.6	1	None$None$chr1,13660547,13680547,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13642749,13662749,-	0	50000	ENSMUSG00000102982.1	7	None$None$chr1,13642749,13662749,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13648770,13668770,+	0	50000	ENSMUSG00000067813.3	6	None$None$chr1,13648770,13668770,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,13786880,13806880,-	0	50000	ENSMUSG00000097711.1	6	None$None$chr1,13786880,13806880,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,14310201,14330201,-	0	50000	ENSMUSG00000025932.14	6	None$None$chr1,14310201,14330201,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,14732936,14752936,+	0	50000	ENSMUSG00000054493.2	7	None$None$chr1,14732936,14752936,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,14755991,14775991,-	0	50000	ENSMUSG00000025930.6	8	None$None$chr1,14755991,14775991,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,14840157,14860157,-	0	50000	ENSMUSG00000081201.1	5	None$None$chr1,14840157,14860157,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,14845071,14865071,+	0	50000	ENSMUSG00000082193.1	5	None$None$chr1,14845071,14865071,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,14918863,14938863,-	0	50000	ENSMUSG00000032769.5	3	None$None$chr1,14918863,14938863,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,15269798,15289798,-	0	50000	ENSMUSG00000073737.3	5	None$None$chr1,15269798,15289798,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,15785645,15805645,+	0	50000	ENSMUSG00000025925.14	7	None$None$chr1,15785645,15805645,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,15833330,15853330,+	0	50000	ENSMUSG00000104379.1	7	None$None$chr1,15833330,15853330,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,15892723,15912723,-	0	50000	ENSMUSG00000032719.4	10	None$None$chr1,15892723,15912723,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,16102083,16122083,-	0	50000	ENSMUSG00000043716.13	12	None$None$chr1,16102083,16122083,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,16085773,16105773,+	0	50000	ENSMUSG00000025921.7	26	None$None$chr1,16085773,16105773,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,16519307,16539307,-	0	50000	ENSMUSG00000025920.19	5	None$None$chr1,16519307,16539307,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,16619313,16639313,-	0	50000	ENSMUSG00000025939.18	10	None$None$chr1,16619313,16639313,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,16656885,16676885,-	0	50000	ENSMUSG00000079658.9	7	None$None$chr1,16656885,16676885,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,16645206,16665206,+	0	50000	ENSMUSG00000025940.6	8	None$None$chr1,16645206,16665206,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,16770139,16790139,-	0	50000	ENSMUSG00000091020.3	4	None$None$chr1,16770139,16790139,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,17004220,17024220,-	0	50000	ENSMUSG00000042686.5	5	None$None$chr1,17004220,17024220,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,17374957,17394957,+	0	50000	ENSMUSG00000100398.1	7	None$None$chr1,17374957,17394957,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,17400282,17420282,-	0	50000	ENSMUSG00000101589.1	7	None$None$chr1,17400282,17420282,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,17429529,17449529,-	0	50000	ENSMUSG00000102048.1	8	None$None$chr1,17429529,17449529,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,17707044,17727044,+	0	50000	ENSMUSG00000025776.13	1	None$None$chr1,17707044,17727044,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,18263380,18283380,-	0	50000	ENSMUSG00000101685.1	1	None$None$chr1,18263380,18283380,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,19153967,19173967,-	0	50000	ENSMUSG00000100720.1	1	None$None$chr1,19153967,19173967,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,19310938,19330938,+	0	50000	ENSMUSG00000100204.1	5	None$None$chr1,19310938,19330938,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,20618065,20638065,-	0	50000	ENSMUSG00000043760.16	6	None$None$chr1,20618065,20638065,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,20784271,20804271,-	0	50000	ENSMUSG00000041872.9	6	None$None$chr1,20784271,20804271,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,20820313,20840313,-	0	50000	ENSMUSG00000041859.10	7	None$None$chr1,20820313,20840313,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,20870605,20890605,+	0	50000	ENSMUSG00000025931.15	7	None$None$chr1,20870605,20890605,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,20931625,20951625,+	0	50000	ENSMUSG00000041809.5	6	None$None$chr1,20931625,20951625,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,21079230,21099230,-	0	50000	ENSMUSG00000041779.5	7	None$None$chr1,21079230,21099230,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,21198574,21218574,+	0	50000	ENSMUSG00000025933.15	9	None$None$chr1,21198574,21218574,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,21214721,21234721,+	0	50000	ENSMUSG00000102633.1	7	None$None$chr1,21214721,21234721,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,21220588,21240588,+	0	50000	ENSMUSG00000025934.15	4	None$None$chr1,21220588,21240588,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,21271594,21291594,-	0	50000	ENSMUSG00000099343.1	12	None$None$chr1,21271594,21291594,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,21513057,21533057,-	0	50000	ENSMUSG00000082935.3	3	None$None$chr1,21513057,21533057,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,22805725,22825725,-	0	50000	ENSMUSG00000041670.16	3	None$None$chr1,22805725,22825725,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,23271536,23291536,+	0	50000	ENSMUSG00000097970.1	4	None$None$chr1,23271536,23291536,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,23383176,23403176,-	0	50000	ENSMUSG00000026158.11	7	None$None$chr1,23383176,23403176,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,23741752,23761752,+	0	50000	ENSMUSG00000026156.8	9	None$None$chr1,23741752,23761752,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,23909737,23929737,-	0	50000	ENSMUSG00000026155.13	5	None$None$chr1,23909737,23929737,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24005657,24025657,-	0	50000	ENSMUSG00000026154.4	6	None$None$chr1,24005657,24025657,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24026760,24046760,-	0	50000	ENSMUSG00000026153.15	4	None$None$chr1,24026760,24046760,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24157609,24177609,+	0	50000	ENSMUSG00000026147.16	7	None$None$chr1,24157609,24177609,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24595424,24615424,-	0	50000	ENSMUSG00000099997.1	5	None$None$chr1,24595424,24615424,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24612411,24632411,-	0	50000	ENSMUSG00000100131.1	4	None$None$chr1,24612411,24632411,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24612701,24632701,-	0	50000	ENSMUSG00000067736.2	4	None$None$chr1,24612701,24632701,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24613120,24633120,-	0	50000	ENSMUSG00000101939.1	4	None$None$chr1,24613120,24633120,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24613972,24633972,-	0	50000	ENSMUSG00000101111.1	5	None$None$chr1,24613972,24633972,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24614652,24634652,-	0	50000	ENSMUSG00000100862.1	5	None$None$chr1,24614652,24634652,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24615566,24635566,-	0	50000	ENSMUSG00000102070.1	5	None$None$chr1,24615566,24635566,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24616198,24636198,-	0	50000	ENSMUSG00000101249.1	5	None$None$chr1,24616198,24636198,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,24658629,24678629,+	0	50000	ENSMUSG00000073725.8	11	None$None$chr1,24658629,24678629,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,28580773,28600773,-	0	50000	ENSMUSG00000086240.4	1	None$None$chr1,28580773,28600773,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,29485916,29505916,-	0	50000	ENSMUSG00000099492.1	2	None$None$chr1,29485916,29505916,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,30873582,30893582,-	0	50000	ENSMUSG00000048874.15	5	None$None$chr1,30873582,30893582,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,30868539,30888539,-	0	50000	ENSMUSG00000104315.1	3	None$None$chr1,30868539,30888539,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,30949310,30969310,-	0	50000	ENSMUSG00000026064.16	4	None$None$chr1,30949310,30969310,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,30949771,30969771,-	0	50000	ENSMUSG00000117310.2	3	None$None$chr1,30949771,30969771,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33080906,33100906,+	0	50000	ENSMUSG00000100481.1	5	None$None$chr1,33080906,33100906,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33669796,33689796,-	0	50000	ENSMUSG00000026134.11	10	None$None$chr1,33669796,33689796,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33462100,33482100,+	0	50000	ENSMUSG00000101682.1	6	None$None$chr1,33462100,33482100,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33699886,33719886,+	0	50000	ENSMUSG00000004768.14	10	None$None$chr1,33699886,33719886,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33757796,33777796,-	0	50000	ENSMUSG00000042215.8	4	None$None$chr1,33757796,33777796,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33814386,33834386,-	0	50000	ENSMUSG00000042197.13	6	None$None$chr1,33814386,33834386,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33838681,33858681,-	0	50000	ENSMUSG00000081402.4	10	None$None$chr1,33838681,33858681,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33907769,33927769,-	0	50000	ENSMUSG00000042182.16	8	None$None$chr1,33907769,33927769,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33888224,33908224,+	0	50000	ENSMUSG00000026131.20	6	None$None$chr1,33888224,33908224,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,33902454,33922454,+	0	50000	ENSMUSG00000103596.1	8	None$None$chr1,33902454,33922454,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34012099,34032099,+	0	50000	ENSMUSG00000103364.1	12	None$None$chr1,34012099,34032099,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34178272,34198272,-	0	50000	ENSMUSG00000096992.3	8	None$None$chr1,34178272,34198272,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34433265,34453265,-	0	50000	ENSMUSG00000102336.1	14	None$None$chr1,34433265,34453265,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34439673,34459673,-	0	50000	ENSMUSG00000042111.9	13	None$None$chr1,34439673,34459673,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34419850,34439850,+	0	50000	ENSMUSG00000026127.13	10	None$None$chr1,34419850,34439850,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34439761,34459761,+	0	50000	ENSMUSG00000026126.15	13	None$None$chr1,34439761,34459761,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34658187,34678187,+	0	50000	ENSMUSG00000037509.21	9	None$None$chr1,34658187,34678187,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34811909,34831909,-	0	50000	ENSMUSG00000104002.2	10	None$None$chr1,34811909,34831909,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34843051,34863051,-	0	50000	ENSMUSG00000037503.12	9	None$None$chr1,34843051,34863051,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34803524,34823524,+	0	50000	ENSMUSG00000104358.1	17	None$None$chr1,34803524,34823524,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,34829975,34849975,+	0	50000	ENSMUSG00000026123.11	7	None$None$chr1,34829975,34849975,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36011045,36031045,-	0	50000	ENSMUSG00000103708.1	5	None$None$chr1,36011045,36031045,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36031019,36051019,-	0	50000	ENSMUSG00000102434.1	9	None$None$chr1,36031019,36051019,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36048399,36068399,+	0	50000	ENSMUSG00000045216.7	10	None$None$chr1,36048399,36068399,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36112041,36132041,+	0	50000	ENSMUSG00000102202.1	6	None$None$chr1,36112041,36132041,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36244306,36264306,-	0	50000	ENSMUSG00000037470.14	25	None$None$chr1,36244306,36264306,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36273436,36293436,-	0	50000	ENSMUSG00000047180.8	19	None$None$chr1,36273436,36293436,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36287732,36307732,+	0	50000	ENSMUSG00000037447.16	11	None$None$chr1,36287732,36307732,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36369158,36389158,-	0	50000	ENSMUSG00000010453.12	7	None$None$chr1,36369158,36389158,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36352290,36372290,+	0	50000	ENSMUSG00000037432.15	5	None$None$chr1,36352290,36372290,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36439669,36459669,-	0	50000	ENSMUSG00000001143.13	14	None$None$chr1,36439669,36459669,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36451619,36471619,+	0	50000	ENSMUSG00000037408.10	11	None$None$chr1,36451619,36471619,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36491866,36511866,+	0	50000	ENSMUSG00000001138.13	18	None$None$chr1,36491866,36511866,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36536522,36556522,-	0	50000	ENSMUSG00000067653.12	16	None$None$chr1,36536522,36556522,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36547220,36567220,-	0	50000	ENSMUSG00000079610.9	26	None$None$chr1,36547220,36567220,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36558350,36578350,-	0	50000	ENSMUSG00000026121.13	16	None$None$chr1,36558350,36578350,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36537700,36557700,+	0	50000	ENSMUSG00000087589.3	17	None$None$chr1,36537700,36557700,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36683184,36703184,-	0	50000	ENSMUSG00000046337.17	11	None$None$chr1,36683184,36703184,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36671448,36691448,+	0	50000	ENSMUSG00000061518.11	13	None$None$chr1,36671448,36691448,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36710009,36730009,-	0	50000	ENSMUSG00000037351.9	3	None$None$chr1,36710009,36730009,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36741797,36761797,+	0	50000	ENSMUSG00000026117.10	20	None$None$chr1,36741797,36761797,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36939528,36959528,-	0	50000	ENSMUSG00000026116.11	6	None$None$chr1,36939528,36959528,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36926349,36946349,-	0	50000	ENSMUSG00000103159.1	11	None$None$chr1,36926349,36946349,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,36958428,36978428,-	0	50000	ENSMUSG00000080054.3	8	None$None$chr1,36958428,36978428,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,37006595,37026595,+	0	50000	ENSMUSG00000050122.19	6	None$None$chr1,37006595,37026595,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,37133265,37153265,-	0	50000	ENSMUSG00000103603.1	9	None$None$chr1,37133265,37153265,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,37194433,37214433,+	0	50000	ENSMUSG00000026114.14	9	None$None$chr1,37194433,37214433,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,37279864,37299864,+	0	50000	ENSMUSG00000026113.17	5	None$None$chr1,37279864,37299864,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,37430104,37450104,-	0	50000	ENSMUSG00000026112.7	6	None$None$chr1,37430104,37450104,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,37410138,37430138,+	0	50000	ENSMUSG00000026111.15	7	None$None$chr1,37410138,37430138,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr1,37536236,37556236,-	0	50000	ENSMUSG00000026110.15	12	None$None$chr1,37536236,37556236,-$None	0$0$0$0	None$None$50000$None
