chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
chr17,chr10	73302299,102445120	73302318,102445139	+,-	11.921875,10.984375	>>	1	25	65
chr17,chr10	73302299,96618508	73302318,96618527	+,+	11.921875,10.96875	>>	1	25	65
chr17,chr2	73302299,101665457	73302318,101665476	+,+	11.921875,10.96875	>>	1	25	65
chr17,chr3	73302299,59079461	73302318,59079480	+,+	11.921875,10.9375	>>	1	25	65
chr17,chr7	73302299,43928708	73302318,43928727	+,+	11.921875,10.9375	>>	1	25	65
chr17,chr7	73302299,29297234	73302318,29297253	+,-	11.921875,10.9375	>>	1	25	65
chr17,chr8	73302299,118287664	73302318,118287683	+,+	11.921875,10.921875	>>	1	25	65
chr17,chr9	73302299,40805470	73302318,40805489	+,-	11.921875,10.921875	>>	1	25	65
chr17,chr11	73302299,33934452	73302318,33934471	+,+	11.921875,10.890625	>>	1	25	65
chr17,chr16	73302299,31944150	73302318,31944169	+,+	11.921875,10.8828125	>>	1	25	65
chr17,chr11	73302299,52766128	73302318,52766147	+,+	11.921875,10.859375	>>	1	25	65
chr17,chr10	73302299,60760510	73302318,60760529	+,+	11.921875,10.8515625	>>	1	25	65
chr17,chr7	73302299,73648193	73302318,73648212	+,-	11.921875,10.78125	>>	1	25	65
chr17,chr7	73302299,142714860	73302318,142714879	+,-	11.921875,10.7734375	>>	1	25	65
chr17,chr5	73302299,150665867	73302318,150665886	+,-	11.921875,10.765625	>>	1	25	65
chr17,chr10	73302299,122090659	73302318,122090678	+,+	11.921875,10.765625	>>	1	25	65
chr17,chr15	73302299,103191260	73302318,103191279	+,-	11.921875,10.765625	>>	1	25	65
chr17,chr1	73302299,180811093	73302318,180811112	+,-	11.921875,10.765625	>>	1	25	65
chr17,chr15	73302299,100457549	73302318,100457568	+,+	11.921875,10.734375	>>	1	25	65
chr17,chr2	73302299,53206939	73302318,53206958	+,-	11.921875,10.734375	>>	1	25	65
chr17,chr13	73302299,100854358	73302318,100854377	+,-	11.921875,10.6640625	>>	1	25	65
chr17,chr9	73302299,121458663	73302318,121458682	+,+	11.921875,10.640625	>>	1	25	65
chr17,chr16	73302299,42914598	73302318,42914617	+,+	11.921875,10.609375	>>	1	25	65
chr17,chr9	73302299,59969582	73302318,59969601	+,-	11.921875,10.609375	>>	1	25	65
chr17,chr6	73302299,129256241	73302318,129256260	+,-	11.921875,10.6015625	>>	1	25	65
chr17,chr8	73302299,28978805	73302318,28978824	+,-	11.921875,10.59375	>>	1	25	65
chr17,chr16	73302299,42165118	73302318,42165137	+,-	11.921875,10.5625	>>	1	25	65
chr17,chr1	73302299,103796520	73302318,103796539	+,+	11.921875,10.5390625	>>	1	25	65
chr17,chr13	73302299,103121069	73302318,103121088	+,-	11.921875,10.5234375	>>	1	25	65
chr17,chr13	73302299,37325675	73302318,37325694	+,-	11.921875,10.484375	>>	1	25	65
chr17,chr14	73302299,59604192	73302318,59604211	+,-	11.921875,10.4609375	>>	1	25	65
chr17,chr4	73302299,130738755	73302318,130738774	+,+	11.921875,10.453125	>>	1	25	65
chr17,chr19	73302299,40231971	73302318,40231990	+,-	11.921875,10.4453125	>>	1	25	65
chr17,chr9	73302299,123925437	73302318,123925456	+,-	11.921875,10.4296875	>>	1	25	65
chr17,chr13	73302299,51839850	73302318,51839869	+,+	11.921875,10.375	>>	1	25	65
chr17,chr16	73302299,57611956	73302318,57611975	+,+	11.921875,10.359375	>>	1	25	65
chr17,chr7	73302299,64751715	73302318,64751734	+,-	11.921875,10.359375	>>	1	25	65
chr17,chr10	73302299,83219884	73302318,83219903	+,+	11.921875,10.328125	>>	1	25	65
chr17,chr1	73302299,88301804	73302318,88301823	+,-	11.921875,10.328125	>>	1	25	65
chr17,chr6	73302299,115037940	73302318,115037959	+,-	11.921875,10.3203125	>>	1	25	65
chr17,chr1	73302299,85842440	73302318,85842459	+,-	11.921875,10.265625	>>	1	25	65
chr17,chr11	73302299,108889339	73302318,108889358	+,+	11.921875,10.2578125	>>	1	25	65
chr17,chr2	73302299,103424829	73302318,103424848	+,-	11.921875,10.25	>>	1	25	65
chr17,chr4	73302299,106227664	73302318,106227683	+,-	11.921875,10.21875	>>	1	25	65
chr17,chr13	73302299,109210592	73302318,109210611	+,-	11.921875,10.203125	>>	1	25	65
chr17,chr6	73302299,112484502	73302318,112484521	+,-	11.921875,10.1953125	>>	1	25	65
chr17,chr4	73302299,121232295	73302318,121232314	+,-	11.921875,10.171875	>>	1	25	65
chr17,chr5	73302299,117094603	73302318,117094622	+,+	11.921875,10.078125	>>	1	25	65
chr17,chr6	73302299,59208734	73302318,59208753	+,-	11.921875,10.0625	>>	1	25	65
chr17,chr2	73302299,30942879	73302318,30942898	+,-	11.921875,10.046875	>>	1	25	65
chr17,chr11	73302299,81972222	73302318,81972241	+,+	11.921875,9.984375	>>	1	25	65
chr17,chr2	73302299,32583629	73302318,32583648	+,+	11.921875,9.9765625	>>	1	25	65
chr17,chr1	73302299,6190724	73302318,6190743	+,-	11.921875,9.921875	>>	1	25	65
chr17,chr13	73302299,71956628	73302318,71956647	+,+	11.921875,9.8984375	>>	1	25	65
chr17,chr14	73302299,21853527	73302318,21853546	+,-	11.921875,9.8984375	>>	1	25	65
chr17,chr7	73302299,83553542	73302318,83553561	+,+	11.921875,9.890625	>>	1	25	65
chr17,chr14	73302299,115042221	73302318,115042240	+,-	11.921875,9.828125	>>	1	25	65
chr17,chr11	73302299,34229171	73302318,34229190	+,+	11.921875,9.828125	>>	1	25	65
chr17,chr6	73302299,137747737	73302318,137747756	+,-	11.921875,9.78125	>>	1	25	65
chr17,chr19	73302299,26193869	73302318,26193888	+,-	11.921875,9.703125	>>	1	25	65
chr17,chr1	73302299,134638697	73302318,134638716	+,+	11.921875,9.6875	>>	1	25	65
chr17,chr1	73302299,179847882	73302318,179847901	+,+	11.921875,9.6484375	>>	1	25	65
chr2,chr17	4652199,73302299	4652218,73302318	-,+	11.890625,11.921875	>>	1	25	65
chr2,chr2	4652199,4652199	4652218,4652218	-,-	11.890625,11.890625	>>	1	25	65
chr2,chr18	4652199,75757700	4652218,75757719	-,+	11.890625,11.8671875	>>	1	25	65
chr2,chr18	4652199,64506752	4652218,64506771	-,-	11.890625,11.765625	>>	1	25	65
chr2,chr11	4652199,31942430	4652218,31942449	-,+	11.890625,11.75	>>	1	25	65
chr2,chr15	4652199,44832752	4652218,44832771	-,-	11.890625,11.734375	>>	1	25	65
chr2,chr18	4652199,12102249	4652218,12102268	-,-	11.890625,11.734375	>>	1	25	65
chr2,chr12	4652199,36195136	4652218,36195155	-,-	11.890625,11.703125	>>	1	25	65
chr2,chr4	4652199,110020474	4652218,110020493	-,-	11.890625,11.6953125	>>	1	25	65
chr2,chr16	4652199,30550588	4652218,30550607	-,-	11.890625,11.65625	>>	1	25	65
chr2,chr2	4652199,166082373	4652218,166082392	-,-	11.890625,11.578125	>>	1	25	65
chr2,chr6	4652199,89679574	4652218,89679593	-,+	11.890625,11.53125	>>	1	25	65
chr2,chr18	4652199,42593296	4652218,42593315	-,+	11.890625,11.53125	>>	1	25	65
chr2,chr13	4652199,72625391	4652218,72625410	-,-	11.890625,11.515625	>>	1	25	65
chr2,chr11	4652199,102267646	4652218,102267665	-,-	11.890625,11.515625	>>	1	25	65
chr2,chr1	4652199,88742574	4652218,88742593	-,-	11.890625,11.484375	>>	1	25	65
chr2,chr3	4652199,54795996	4652218,54796015	-,+	11.890625,11.4375	>>	1	25	65
chr2,chr9	4652199,40806552	4652218,40806571	-,+	11.890625,11.40625	>>	1	25	65
chr2,chr13	4652199,94976307	4652218,94976326	-,+	11.890625,11.3828125	>>	1	25	65
chr2,chr15	4652199,96936904	4652218,96936923	-,+	11.890625,11.359375	>>	1	25	65
chr2,chr6	4652199,89679564	4652218,89679583	-,+	11.890625,11.359375	>>	1	25	65
chr2,chr9	4652199,60243693	4652218,60243712	-,+	11.890625,11.296875	>>	1	25	65
chr2,chr6	4652199,121556659	4652218,121556678	-,+	11.890625,11.265625	>>	1	25	65
chr2,chr2	4652199,53204718	4652218,53204737	-,-	11.890625,11.25	>>	1	25	65
chr2,chr15	4652199,36152175	4652218,36152194	-,-	11.890625,11.25	>>	1	25	65
chr2,chr8	4652199,84639400	4652218,84639419	-,-	11.890625,11.2421875	>>	1	25	65
chr2,chr1	4652199,151025083	4652218,151025102	-,+	11.890625,11.2265625	>>	1	25	65
chr2,chr19	4652199,37559784	4652218,37559803	-,+	11.890625,11.21875	>>	1	25	65
chr2,chr3	4652199,124289099	4652218,124289118	-,-	11.890625,11.171875	>>	1	25	65
chr2,chr4	4652199,127027425	4652218,127027444	-,+	11.890625,11.171875	>>	1	25	65
chr2,chr4	4652199,85404952	4652218,85404971	-,+	11.890625,11.125	>>	1	25	65
chr2,chr14	4652199,115451127	4652218,115451146	-,-	11.890625,11.1171875	>>	1	25	65
chr2,chr6	4652199,94054124	4652218,94054143	-,-	11.890625,11.109375	>>	1	25	65
chr2,chr13	4652199,55327888	4652218,55327907	-,+	11.890625,11.09375	>>	1	25	65
chr2,chr9	4652199,123925439	4652218,123925458	-,+	11.890625,11.0859375	>>	1	25	65
chr2,chr13	4652199,42826797	4652218,42826816	-,-	11.890625,11.0625	>>	1	25	65
chr2,chr7	4652199,143470155	4652218,143470174	-,-	11.890625,11.046875	>>	1	25	65
chr2,chr9	4652199,30936827	4652218,30936846	-,-	11.890625,11.015625	>>	1	25	65
chr2,chr10	4652199,102445120	4652218,102445139	-,-	11.890625,10.984375	>>	1	25	65
chr2,chr10	4652199,96618508	4652218,96618527	-,+	11.890625,10.96875	>>	1	25	65
chr2,chr2	4652199,101665457	4652218,101665476	-,+	11.890625,10.96875	>>	1	25	65
chr2,chr3	4652199,59079461	4652218,59079480	-,+	11.890625,10.9375	>>	1	25	65
chr2,chr7	4652199,43928708	4652218,43928727	-,+	11.890625,10.9375	>>	1	25	65
chr2,chr7	4652199,29297234	4652218,29297253	-,-	11.890625,10.9375	>>	1	25	65
chr2,chr8	4652199,118287664	4652218,118287683	-,+	11.890625,10.921875	>>	1	25	65
chr2,chr9	4652199,40805470	4652218,40805489	-,-	11.890625,10.921875	>>	1	25	65
chr2,chr11	4652199,33934452	4652218,33934471	-,+	11.890625,10.890625	>>	1	25	65
chr2,chr16	4652199,31944150	4652218,31944169	-,+	11.890625,10.8828125	>>	1	25	65
chr2,chr11	4652199,52766128	4652218,52766147	-,+	11.890625,10.859375	>>	1	25	65
chr2,chr10	4652199,60760510	4652218,60760529	-,+	11.890625,10.8515625	>>	1	25	65
chr2,chr7	4652199,73648193	4652218,73648212	-,-	11.890625,10.78125	>>	1	25	65
chr2,chr7	4652199,142714860	4652218,142714879	-,-	11.890625,10.7734375	>>	1	25	65
chr2,chr5	4652199,150665867	4652218,150665886	-,-	11.890625,10.765625	>>	1	25	65
chr2,chr10	4652199,122090659	4652218,122090678	-,+	11.890625,10.765625	>>	1	25	65
chr2,chr15	4652199,103191260	4652218,103191279	-,-	11.890625,10.765625	>>	1	25	65
chr2,chr1	4652199,180811093	4652218,180811112	-,-	11.890625,10.765625	>>	1	25	65
chr2,chr15	4652199,100457549	4652218,100457568	-,+	11.890625,10.734375	>>	1	25	65
chr2,chr2	4652199,53206939	4652218,53206958	-,-	11.890625,10.734375	>>	1	25	65
chr2,chr13	4652199,100854358	4652218,100854377	-,-	11.890625,10.6640625	>>	1	25	65
chr2,chr9	4652199,121458663	4652218,121458682	-,+	11.890625,10.640625	>>	1	25	65
chr2,chr16	4652199,42914598	4652218,42914617	-,+	11.890625,10.609375	>>	1	25	65
chr2,chr9	4652199,59969582	4652218,59969601	-,-	11.890625,10.609375	>>	1	25	65
chr2,chr6	4652199,129256241	4652218,129256260	-,-	11.890625,10.6015625	>>	1	25	65
chr2,chr8	4652199,28978805	4652218,28978824	-,-	11.890625,10.59375	>>	1	25	65
chr2,chr16	4652199,42165118	4652218,42165137	-,-	11.890625,10.5625	>>	1	25	65
chr2,chr1	4652199,103796520	4652218,103796539	-,+	11.890625,10.5390625	>>	1	25	65
chr2,chr13	4652199,103121069	4652218,103121088	-,-	11.890625,10.5234375	>>	1	25	65
chr2,chr13	4652199,37325675	4652218,37325694	-,-	11.890625,10.484375	>>	1	25	65
chr2,chr14	4652199,59604192	4652218,59604211	-,-	11.890625,10.4609375	>>	1	25	65
chr2,chr4	4652199,130738755	4652218,130738774	-,+	11.890625,10.453125	>>	1	25	65
chr2,chr19	4652199,40231971	4652218,40231990	-,-	11.890625,10.4453125	>>	1	25	65
chr2,chr9	4652199,123925437	4652218,123925456	-,-	11.890625,10.4296875	>>	1	25	65
chr2,chr13	4652199,51839850	4652218,51839869	-,+	11.890625,10.375	>>	1	25	65
chr2,chr16	4652199,57611956	4652218,57611975	-,+	11.890625,10.359375	>>	1	25	65
chr2,chr7	4652199,64751715	4652218,64751734	-,-	11.890625,10.359375	>>	1	25	65
chr2,chr10	4652199,83219884	4652218,83219903	-,+	11.890625,10.328125	>>	1	25	65
chr2,chr1	4652199,88301804	4652218,88301823	-,-	11.890625,10.328125	>>	1	25	65
chr2,chr6	4652199,115037940	4652218,115037959	-,-	11.890625,10.3203125	>>	1	25	65
chr2,chr1	4652199,85842440	4652218,85842459	-,-	11.890625,10.265625	>>	1	25	65
chr2,chr11	4652199,108889339	4652218,108889358	-,+	11.890625,10.2578125	>>	1	25	65
chr2,chr2	4652199,103424829	4652218,103424848	-,-	11.890625,10.25	>>	1	25	65
chr2,chr4	4652199,106227664	4652218,106227683	-,-	11.890625,10.21875	>>	1	25	65
chr2,chr13	4652199,109210592	4652218,109210611	-,-	11.890625,10.203125	>>	1	25	65
chr2,chr6	4652199,112484502	4652218,112484521	-,-	11.890625,10.1953125	>>	1	25	65
chr2,chr4	4652199,121232295	4652218,121232314	-,-	11.890625,10.171875	>>	1	25	65
chr2,chr5	4652199,117094603	4652218,117094622	-,+	11.890625,10.078125	>>	1	25	65
chr2,chr6	4652199,59208734	4652218,59208753	-,-	11.890625,10.0625	>>	1	25	65
chr2,chr2	4652199,30942879	4652218,30942898	-,-	11.890625,10.046875	>>	1	25	65
chr2,chr11	4652199,81972222	4652218,81972241	-,+	11.890625,9.984375	>>	1	25	65
chr2,chr2	4652199,32583629	4652218,32583648	-,+	11.890625,9.9765625	>>	1	25	65
chr2,chr1	4652199,6190724	4652218,6190743	-,-	11.890625,9.921875	>>	1	25	65
chr2,chr13	4652199,71956628	4652218,71956647	-,+	11.890625,9.8984375	>>	1	25	65
chr2,chr14	4652199,21853527	4652218,21853546	-,-	11.890625,9.8984375	>>	1	25	65
chr2,chr7	4652199,83553542	4652218,83553561	-,+	11.890625,9.890625	>>	1	25	65
chr2,chr14	4652199,115042221	4652218,115042240	-,-	11.890625,9.828125	>>	1	25	65
chr2,chr11	4652199,34229171	4652218,34229190	-,+	11.890625,9.828125	>>	1	25	65
chr2,chr6	4652199,137747737	4652218,137747756	-,-	11.890625,9.78125	>>	1	25	65
chr2,chr19	4652199,26193869	4652218,26193888	-,-	11.890625,9.703125	>>	1	25	65
chr2,chr1	4652199,134638697	4652218,134638716	-,+	11.890625,9.6875	>>	1	25	65
chr2,chr1	4652199,179847882	4652218,179847901	-,+	11.890625,9.6484375	>>	1	25	65
chr18,chr17	75757700,73302299	75757719,73302318	+,+	11.8671875,11.921875	>>	1	25	65
chr18,chr2	75757700,4652199	75757719,4652218	+,-	11.8671875,11.890625	>>	1	25	65
chr18,chr18	75757700,75757700	75757719,75757719	+,+	11.8671875,11.8671875	>>	1	25	65
chr18,chr18	75757700,64506752	75757719,64506771	+,-	11.8671875,11.765625	>>	1	25	65
chr18,chr11	75757700,31942430	75757719,31942449	+,+	11.8671875,11.75	>>	1	25	65
chr18,chr15	75757700,44832752	75757719,44832771	+,-	11.8671875,11.734375	>>	1	25	65
chr18,chr18	75757700,12102249	75757719,12102268	+,-	11.8671875,11.734375	>>	1	25	65
chr18,chr12	75757700,36195136	75757719,36195155	+,-	11.8671875,11.703125	>>	1	25	65
chr18,chr4	75757700,110020474	75757719,110020493	+,-	11.8671875,11.6953125	>>	1	25	65
chr18,chr16	75757700,30550588	75757719,30550607	+,-	11.8671875,11.65625	>>	1	25	65
chr18,chr2	75757700,166082373	75757719,166082392	+,-	11.8671875,11.578125	>>	1	25	65
chr18,chr6	75757700,89679574	75757719,89679593	+,+	11.8671875,11.53125	>>	1	25	65
chr18,chr18	75757700,42593296	75757719,42593315	+,+	11.8671875,11.53125	>>	1	25	65
chr18,chr13	75757700,72625391	75757719,72625410	+,-	11.8671875,11.515625	>>	1	25	65
chr18,chr11	75757700,102267646	75757719,102267665	+,-	11.8671875,11.515625	>>	1	25	65
chr18,chr1	75757700,88742574	75757719,88742593	+,-	11.8671875,11.484375	>>	1	25	65
chr18,chr3	75757700,54795996	75757719,54796015	+,+	11.8671875,11.4375	>>	1	25	65
chr18,chr9	75757700,40806552	75757719,40806571	+,+	11.8671875,11.40625	>>	1	25	65
chr18,chr13	75757700,94976307	75757719,94976326	+,+	11.8671875,11.3828125	>>	1	25	65
chr18,chr15	75757700,96936904	75757719,96936923	+,+	11.8671875,11.359375	>>	1	25	65
chr18,chr6	75757700,89679564	75757719,89679583	+,+	11.8671875,11.359375	>>	1	25	65
chr18,chr9	75757700,60243693	75757719,60243712	+,+	11.8671875,11.296875	>>	1	25	65
chr18,chr6	75757700,121556659	75757719,121556678	+,+	11.8671875,11.265625	>>	1	25	65
chr18,chr2	75757700,53204718	75757719,53204737	+,-	11.8671875,11.25	>>	1	25	65
chr18,chr15	75757700,36152175	75757719,36152194	+,-	11.8671875,11.25	>>	1	25	65
chr18,chr8	75757700,84639400	75757719,84639419	+,-	11.8671875,11.2421875	>>	1	25	65
chr18,chr1	75757700,151025083	75757719,151025102	+,+	11.8671875,11.2265625	>>	1	25	65
chr18,chr19	75757700,37559784	75757719,37559803	+,+	11.8671875,11.21875	>>	1	25	65
chr18,chr3	75757700,124289099	75757719,124289118	+,-	11.8671875,11.171875	>>	1	25	65
chr18,chr4	75757700,127027425	75757719,127027444	+,+	11.8671875,11.171875	>>	1	25	65
chr18,chr4	75757700,85404952	75757719,85404971	+,+	11.8671875,11.125	>>	1	25	65
chr18,chr14	75757700,115451127	75757719,115451146	+,-	11.8671875,11.1171875	>>	1	25	65
chr18,chr6	75757700,94054124	75757719,94054143	+,-	11.8671875,11.109375	>>	1	25	65
chr18,chr13	75757700,55327888	75757719,55327907	+,+	11.8671875,11.09375	>>	1	25	65
chr18,chr9	75757700,123925439	75757719,123925458	+,+	11.8671875,11.0859375	>>	1	25	65
chr18,chr13	75757700,42826797	75757719,42826816	+,-	11.8671875,11.0625	>>	1	25	65
chr18,chr7	75757700,143470155	75757719,143470174	+,-	11.8671875,11.046875	>>	1	25	65
chr18,chr9	75757700,30936827	75757719,30936846	+,-	11.8671875,11.015625	>>	1	25	65
chr18,chr10	75757700,102445120	75757719,102445139	+,-	11.8671875,10.984375	>>	1	25	65
chr18,chr10	75757700,96618508	75757719,96618527	+,+	11.8671875,10.96875	>>	1	25	65
chr18,chr2	75757700,101665457	75757719,101665476	+,+	11.8671875,10.96875	>>	1	25	65
chr18,chr3	75757700,59079461	75757719,59079480	+,+	11.8671875,10.9375	>>	1	25	65
chr18,chr7	75757700,43928708	75757719,43928727	+,+	11.8671875,10.9375	>>	1	25	65
chr18,chr7	75757700,29297234	75757719,29297253	+,-	11.8671875,10.9375	>>	1	25	65
chr18,chr8	75757700,118287664	75757719,118287683	+,+	11.8671875,10.921875	>>	1	25	65
chr18,chr9	75757700,40805470	75757719,40805489	+,-	11.8671875,10.921875	>>	1	25	65
chr18,chr11	75757700,33934452	75757719,33934471	+,+	11.8671875,10.890625	>>	1	25	65
chr18,chr16	75757700,31944150	75757719,31944169	+,+	11.8671875,10.8828125	>>	1	25	65
chr18,chr11	75757700,52766128	75757719,52766147	+,+	11.8671875,10.859375	>>	1	25	65
chr18,chr10	75757700,60760510	75757719,60760529	+,+	11.8671875,10.8515625	>>	1	25	65
chr18,chr7	75757700,73648193	75757719,73648212	+,-	11.8671875,10.78125	>>	1	25	65
chr18,chr7	75757700,142714860	75757719,142714879	+,-	11.8671875,10.7734375	>>	1	25	65
chr18,chr5	75757700,150665867	75757719,150665886	+,-	11.8671875,10.765625	>>	1	25	65
chr18,chr10	75757700,122090659	75757719,122090678	+,+	11.8671875,10.765625	>>	1	25	65
chr18,chr15	75757700,103191260	75757719,103191279	+,-	11.8671875,10.765625	>>	1	25	65
chr18,chr1	75757700,180811093	75757719,180811112	+,-	11.8671875,10.765625	>>	1	25	65
chr18,chr15	75757700,100457549	75757719,100457568	+,+	11.8671875,10.734375	>>	1	25	65
chr18,chr2	75757700,53206939	75757719,53206958	+,-	11.8671875,10.734375	>>	1	25	65
chr18,chr13	75757700,100854358	75757719,100854377	+,-	11.8671875,10.6640625	>>	1	25	65
chr18,chr9	75757700,121458663	75757719,121458682	+,+	11.8671875,10.640625	>>	1	25	65
chr18,chr16	75757700,42914598	75757719,42914617	+,+	11.8671875,10.609375	>>	1	25	65
chr18,chr9	75757700,59969582	75757719,59969601	+,-	11.8671875,10.609375	>>	1	25	65
chr18,chr6	75757700,129256241	75757719,129256260	+,-	11.8671875,10.6015625	>>	1	25	65
chr18,chr8	75757700,28978805	75757719,28978824	+,-	11.8671875,10.59375	>>	1	25	65
chr18,chr16	75757700,42165118	75757719,42165137	+,-	11.8671875,10.5625	>>	1	25	65
chr18,chr1	75757700,103796520	75757719,103796539	+,+	11.8671875,10.5390625	>>	1	25	65
chr18,chr13	75757700,103121069	75757719,103121088	+,-	11.8671875,10.5234375	>>	1	25	65
chr18,chr13	75757700,37325675	75757719,37325694	+,-	11.8671875,10.484375	>>	1	25	65
chr18,chr14	75757700,59604192	75757719,59604211	+,-	11.8671875,10.4609375	>>	1	25	65
chr18,chr4	75757700,130738755	75757719,130738774	+,+	11.8671875,10.453125	>>	1	25	65
chr18,chr19	75757700,40231971	75757719,40231990	+,-	11.8671875,10.4453125	>>	1	25	65
chr18,chr9	75757700,123925437	75757719,123925456	+,-	11.8671875,10.4296875	>>	1	25	65
chr18,chr13	75757700,51839850	75757719,51839869	+,+	11.8671875,10.375	>>	1	25	65
chr18,chr16	75757700,57611956	75757719,57611975	+,+	11.8671875,10.359375	>>	1	25	65
chr18,chr7	75757700,64751715	75757719,64751734	+,-	11.8671875,10.359375	>>	1	25	65
chr18,chr10	75757700,83219884	75757719,83219903	+,+	11.8671875,10.328125	>>	1	25	65
chr18,chr1	75757700,88301804	75757719,88301823	+,-	11.8671875,10.328125	>>	1	25	65
chr18,chr6	75757700,115037940	75757719,115037959	+,-	11.8671875,10.3203125	>>	1	25	65
chr18,chr1	75757700,85842440	75757719,85842459	+,-	11.8671875,10.265625	>>	1	25	65
chr18,chr11	75757700,108889339	75757719,108889358	+,+	11.8671875,10.2578125	>>	1	25	65
chr18,chr2	75757700,103424829	75757719,103424848	+,-	11.8671875,10.25	>>	1	25	65
chr18,chr4	75757700,106227664	75757719,106227683	+,-	11.8671875,10.21875	>>	1	25	65
chr18,chr13	75757700,109210592	75757719,109210611	+,-	11.8671875,10.203125	>>	1	25	65
chr18,chr6	75757700,112484502	75757719,112484521	+,-	11.8671875,10.1953125	>>	1	25	65
chr18,chr4	75757700,121232295	75757719,121232314	+,-	11.8671875,10.171875	>>	1	25	65
chr18,chr5	75757700,117094603	75757719,117094622	+,+	11.8671875,10.078125	>>	1	25	65
chr18,chr6	75757700,59208734	75757719,59208753	+,-	11.8671875,10.0625	>>	1	25	65
chr18,chr2	75757700,30942879	75757719,30942898	+,-	11.8671875,10.046875	>>	1	25	65
chr18,chr11	75757700,81972222	75757719,81972241	+,+	11.8671875,9.984375	>>	1	25	65
chr18,chr2	75757700,32583629	75757719,32583648	+,+	11.8671875,9.9765625	>>	1	25	65
chr18,chr1	75757700,6190724	75757719,6190743	+,-	11.8671875,9.921875	>>	1	25	65
chr18,chr13	75757700,71956628	75757719,71956647	+,+	11.8671875,9.8984375	>>	1	25	65
chr18,chr14	75757700,21853527	75757719,21853546	+,-	11.8671875,9.8984375	>>	1	25	65
