chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
chr12,chr9	35192361,15685383	35192380,15685402	+,+	53.78125,54.0	>>	1	25	65
chr12,chr12	35192361,35192361	35192380,35192380	+,+	53.78125,53.78125	>>	1	25	65
chr12,chr2	35192361,48886252	35192380,48886271	+,-	53.78125,53.6875	>>	1	25	65
chr12,chr12	35192361,35192359	35192380,35192378	+,-	53.78125,53.65625	>>	1	25	65
chr12,chr8	35192361,102781112	35192380,102781131	+,-	53.78125,53.5	>>	1	25	65
chr12,chr5	35192361,49961991	35192380,49962010	+,-	53.78125,53.3125	>>	1	25	65
chr12,chr9	35192361,26776356	35192380,26776375	+,-	53.78125,53.125	>>	1	25	65
chr12,chr9	35192361,51152589	35192380,51152608	+,-	53.78125,53.0625	>>	1	25	65
chr12,chr8	35192361,58566264	35192380,58566283	+,+	53.78125,52.875	>>	1	25	65
chr12,chr12	35192361,40837731	35192380,40837750	+,+	53.78125,52.84375	>>	1	25	65
chr12,chr8	35192361,36523116	35192380,36523135	+,-	53.78125,52.5	>>	1	25	65
chr12,chr6	35192361,101261721	35192380,101261740	+,-	53.78125,52.5	>>	1	25	65
chr12,chr11	35192361,57467954	35192380,57467973	+,-	53.78125,52.375	>>	1	25	65
chr12,chr4	35192361,70621534	35192380,70621553	+,-	53.78125,52.28125	>>	1	25	65
chr12,chr2	35192361,101905952	35192380,101905971	+,+	53.78125,52.25	>>	1	25	65
chr12,chr13	35192361,19698902	35192380,19698921	+,+	53.78125,51.9375	>>	1	25	65
chr12,chr16	35192361,13117402	35192380,13117421	+,+	53.78125,51.9375	>>	1	25	65
chr12,chr9	35192361,63136044	35192380,63136063	+,+	53.78125,51.75	>>	1	25	65
chr12,chr12	35192361,92303369	35192380,92303388	+,+	53.78125,51.625	>>	1	25	65
chr12,chr11	35192361,31949597	35192380,31949616	+,-	53.78125,51.5625	>>	1	25	65
chr12,chr9	35192361,49494116	35192380,49494135	+,+	53.78125,51.1875	>>	1	25	65
chr12,chr12	35192361,17554295	35192380,17554314	+,+	53.78125,51.1875	>>	1	25	65
chr12,chr9	35192361,88222169	35192380,88222188	+,-	53.78125,51.15625	>>	1	25	65
chr12,chr1	35192361,55404542	35192380,55404561	+,+	53.78125,51.125	>>	1	25	65
chr12,chr12	35192361,57825931	35192380,57825950	+,+	53.78125,51.0625	>>	1	25	65
chr12,chr3	35192361,57843966	35192380,57843985	+,+	53.78125,50.9375	>>	1	25	65
chr12,chr16	35192361,22564764	35192380,22564783	+,+	53.78125,50.8125	>>	1	25	65
chr12,chr7	35192361,132213675	35192380,132213694	+,-	53.78125,50.59375	>>	1	25	65
chr12,chr16	35192361,72215914	35192380,72215933	+,-	53.78125,50.375	>>	1	25	65
chr12,chr18	35192361,16217031	35192380,16217050	+,+	53.78125,50.1875	>>	1	25	65
chr12,chr11	35192361,113165297	35192380,113165316	+,-	53.78125,50.125	>>	1	25	65
chr12,chr14	35192361,34810922	35192380,34810941	+,+	53.78125,49.875	>>	1	25	65
chr12,chr17	35192361,83271677	35192380,83271696	+,+	53.78125,49.25	>>	1	25	65
chr12,chr12	35192361,78056172	35192380,78056191	+,+	53.78125,49.125	>>	1	25	65
chr12,chr16	35192361,89765679	35192380,89765698	+,-	53.78125,49.0	>>	1	25	65
chr12,chr13	35192361,112264852	35192380,112264871	+,-	53.78125,48.9375	>>	1	25	65
chr12,chr13	35192361,112264855	35192380,112264874	+,-	53.78125,48.875	>>	1	25	65
chr12,chr2	35192361,118638274	35192380,118638293	+,+	53.78125,48.6875	>>	1	25	65
chr12,chr15	35192361,32766466	35192380,32766485	+,-	53.78125,48.46875	>>	1	25	65
chr12,chr1	35192361,21411386	35192380,21411405	+,+	53.78125,48.4375	>>	1	25	65
chr12,chr6	35192361,43686121	35192380,43686140	+,+	53.78125,48.3125	>>	1	25	65
chr12,chr13	35192361,30260113	35192380,30260132	+,-	53.78125,48.25	>>	1	25	65
chr12,chr9	35192361,60245108	35192380,60245127	+,+	53.78125,47.96875	>>	1	25	65
chr12,chr1	35192361,103799500	35192380,103799519	+,+	53.78125,47.9375	>>	1	25	65
chr12,chr7	35192361,86211545	35192380,86211564	+,-	53.78125,47.9375	>>	1	25	65
chr12,chr11	35192361,40149490	35192380,40149509	+,-	53.78125,47.46875	>>	1	25	65
chr12,chr11	35192361,25862970	35192380,25862989	+,-	53.78125,47.1875	>>	1	25	65
chr12,chr16	35192361,72218208	35192380,72218227	+,+	53.78125,47.125	>>	1	25	65
chr12,chr15	35192361,44836383	35192380,44836402	+,+	53.78125,47.125	>>	1	25	65
chr12,chr16	35192361,64748436	35192380,64748455	+,-	53.78125,47.0	>>	1	25	65
chr12,chr17	35192361,86906315	35192380,86906334	+,-	53.78125,46.8125	>>	1	25	65
chr12,chr18	35192361,57976796	35192380,57976815	+,+	53.78125,46.8125	>>	1	25	65
chr12,chr3	35192361,14679375	35192380,14679394	+,+	53.78125,46.8125	>>	1	25	65
chr12,chr6	35192361,13281045	35192380,13281064	+,-	53.78125,46.75	>>	1	25	65
chr12,chr12	35192361,17554309	35192380,17554328	+,-	53.78125,46.625	>>	1	25	65
chr12,chr3	35192361,68056531	35192380,68056550	+,+	53.78125,46.625	>>	1	25	65
chr12,chr3	35192361,9711102	35192380,9711121	+,+	53.78125,46.5625	>>	1	25	65
chr12,chr16	35192361,37109440	35192380,37109459	+,+	53.78125,46.34375	>>	1	25	65
chr12,chr3	35192361,153655299	35192380,153655318	+,-	53.78125,46.0625	>>	1	25	65
chr12,chr16	35192361,96671788	35192380,96671807	+,-	53.78125,46.0625	>>	1	25	65
chr12,chr18	35192361,58481865	35192380,58481884	+,-	53.78125,45.875	>>	1	25	65
chr12,chr7	35192361,125393828	35192380,125393847	+,-	53.78125,45.75	>>	1	25	65
chr12,chr16	35192361,25349805	35192380,25349824	+,-	53.78125,45.625	>>	1	25	65
chr12,chr4	35192361,74231656	35192380,74231675	+,-	53.78125,45.375	>>	1	25	65
chr12,chr4	35192361,74231658	35192380,74231677	+,+	53.78125,45.21875	>>	1	25	65
chr12,chr13	35192361,89543209	35192380,89543228	+,-	53.78125,45.1875	>>	1	25	65
chr12,chr1	35192361,179477243	35192380,179477262	+,-	53.78125,45.0	>>	1	25	65
chr12,chr4	35192361,127368529	35192380,127368548	+,+	53.78125,44.75	>>	1	25	65
chr12,chr3	35192361,25220803	35192380,25220822	+,-	53.78125,44.625	>>	1	25	65
chr12,chr12	35192361,41487217	35192380,41487236	+,-	53.78125,44.5625	>>	1	25	65
chr12,chr14	35192361,102510621	35192380,102510640	+,-	53.78125,44.40625	>>	1	25	65
chr12,chr4	35192361,25180062	35192380,25180081	+,-	53.78125,44.375	>>	1	25	65
chr12,chr3	35192361,31146116	35192380,31146135	+,+	53.78125,44.1875	>>	1	25	65
chr12,chr16	35192361,58299639	35192380,58299658	+,+	53.78125,44.125	>>	1	25	65
chr12,chr5	35192361,16309782	35192380,16309801	+,+	53.78125,43.9375	>>	1	25	65
chr12,chr7	35192361,118102436	35192380,118102455	+,-	53.78125,43.875	>>	1	25	65
chr12,chr5	35192361,16309780	35192380,16309799	+,-	53.78125,43.75	>>	1	25	65
chr12,chr13	35192361,51830906	35192380,51830925	+,+	53.78125,43.625	>>	1	25	65
chr12,chr6	35192361,100882571	35192380,100882590	+,+	53.78125,43.59375	>>	1	25	65
chr12,chr1	35192361,54381456	35192380,54381475	+,-	53.78125,43.5625	>>	1	25	65
chr12,chr7	35192361,143153991	35192380,143154010	+,+	53.78125,43.375	>>	1	25	65
chr12,chr9	35192361,122729740	35192380,122729759	+,-	53.78125,43.3125	>>	1	25	65
chr12,chr2	35192361,113494885	35192380,113494904	+,+	53.78125,43.1875	>>	1	25	65
chr12,chr12	35192361,74013946	35192380,74013965	+,-	53.78125,43.125	>>	1	25	65
chr12,chr13	35192361,113877596	35192380,113877615	+,+	53.78125,43.125	>>	1	25	65
chr12,chr1	35192361,120586652	35192380,120586671	+,+	53.78125,43.09375	>>	1	25	65
chr12,chr17	35192361,42603598	35192380,42603617	+,-	53.78125,43.0625	>>	1	25	65
chr12,chr8	35192361,50293731	35192380,50293750	+,-	53.78125,42.875	>>	1	25	65
chr12,chr1	35192361,5905000	35192380,5905019	+,-	53.78125,42.8125	>>	1	25	65
chr12,chr16	35192361,27468962	35192380,27468981	+,+	53.78125,42.75	>>	1	25	65
chr12,chr15	35192361,70921072	35192380,70921091	+,-	53.78125,42.625	>>	1	25	65
chr12,chr8	35192361,91797706	35192380,91797725	+,+	53.78125,42.59375	>>	1	25	65
chr12,chr3	35192361,80079950	35192380,80079969	+,+	53.78125,42.5	>>	1	25	65
chr12,chr18	35192361,16211890	35192380,16211909	+,-	53.78125,42.46875	>>	1	25	65
chr12,chr3	35192361,113080921	35192380,113080940	+,-	53.78125,42.46875	>>	1	25	65
chr12,chr2	35192361,17415562	35192380,17415581	+,-	53.78125,42.34375	>>	1	25	65
chr12,chr7	35192361,49121484	35192380,49121503	+,-	53.78125,42.3125	>>	1	25	65
chr12,chr18	35192361,16211892	35192380,16211911	+,+	53.78125,42.3125	>>	1	25	65
chr12,chr8	35192361,26184368	35192380,26184387	+,+	53.78125,42.21875	>>	1	25	65
chr12,chr2	35192361,37815860	35192380,37815879	+,+	53.78125,42.1875	>>	1	25	65
chr2,chr9	48886252,15685383	48886271,15685402	-,+	53.6875,54.0	>>	1	25	65
chr2,chr12	48886252,35192361	48886271,35192380	-,+	53.6875,53.78125	>>	1	25	65
chr2,chr2	48886252,48886252	48886271,48886271	-,-	53.6875,53.6875	>>	1	25	65
chr2,chr12	48886252,35192359	48886271,35192378	-,-	53.6875,53.65625	>>	1	25	65
chr2,chr8	48886252,102781112	48886271,102781131	-,-	53.6875,53.5	>>	1	25	65
chr2,chr5	48886252,49961991	48886271,49962010	-,-	53.6875,53.3125	>>	1	25	65
chr2,chr9	48886252,26776356	48886271,26776375	-,-	53.6875,53.125	>>	1	25	65
chr2,chr9	48886252,51152589	48886271,51152608	-,-	53.6875,53.0625	>>	1	25	65
chr2,chr8	48886252,58566264	48886271,58566283	-,+	53.6875,52.875	>>	1	25	65
chr2,chr12	48886252,40837731	48886271,40837750	-,+	53.6875,52.84375	>>	1	25	65
chr2,chr8	48886252,36523116	48886271,36523135	-,-	53.6875,52.5	>>	1	25	65
chr2,chr6	48886252,101261721	48886271,101261740	-,-	53.6875,52.5	>>	1	25	65
chr2,chr11	48886252,57467954	48886271,57467973	-,-	53.6875,52.375	>>	1	25	65
chr2,chr4	48886252,70621534	48886271,70621553	-,-	53.6875,52.28125	>>	1	25	65
chr2,chr2	48886252,101905952	48886271,101905971	-,+	53.6875,52.25	>>	1	25	65
chr2,chr13	48886252,19698902	48886271,19698921	-,+	53.6875,51.9375	>>	1	25	65
chr2,chr16	48886252,13117402	48886271,13117421	-,+	53.6875,51.9375	>>	1	25	65
chr2,chr9	48886252,63136044	48886271,63136063	-,+	53.6875,51.75	>>	1	25	65
chr2,chr12	48886252,92303369	48886271,92303388	-,+	53.6875,51.625	>>	1	25	65
chr2,chr11	48886252,31949597	48886271,31949616	-,-	53.6875,51.5625	>>	1	25	65
chr2,chr9	48886252,49494116	48886271,49494135	-,+	53.6875,51.1875	>>	1	25	65
chr2,chr12	48886252,17554295	48886271,17554314	-,+	53.6875,51.1875	>>	1	25	65
chr2,chr9	48886252,88222169	48886271,88222188	-,-	53.6875,51.15625	>>	1	25	65
chr2,chr1	48886252,55404542	48886271,55404561	-,+	53.6875,51.125	>>	1	25	65
chr2,chr12	48886252,57825931	48886271,57825950	-,+	53.6875,51.0625	>>	1	25	65
chr2,chr3	48886252,57843966	48886271,57843985	-,+	53.6875,50.9375	>>	1	25	65
chr2,chr16	48886252,22564764	48886271,22564783	-,+	53.6875,50.8125	>>	1	25	65
chr2,chr7	48886252,132213675	48886271,132213694	-,-	53.6875,50.59375	>>	1	25	65
chr2,chr16	48886252,72215914	48886271,72215933	-,-	53.6875,50.375	>>	1	25	65
chr2,chr18	48886252,16217031	48886271,16217050	-,+	53.6875,50.1875	>>	1	25	65
chr2,chr11	48886252,113165297	48886271,113165316	-,-	53.6875,50.125	>>	1	25	65
chr2,chr14	48886252,34810922	48886271,34810941	-,+	53.6875,49.875	>>	1	25	65
chr2,chr17	48886252,83271677	48886271,83271696	-,+	53.6875,49.25	>>	1	25	65
chr2,chr12	48886252,78056172	48886271,78056191	-,+	53.6875,49.125	>>	1	25	65
chr2,chr16	48886252,89765679	48886271,89765698	-,-	53.6875,49.0	>>	1	25	65
chr2,chr13	48886252,112264852	48886271,112264871	-,-	53.6875,48.9375	>>	1	25	65
chr2,chr13	48886252,112264855	48886271,112264874	-,-	53.6875,48.875	>>	1	25	65
chr2,chr2	48886252,118638274	48886271,118638293	-,+	53.6875,48.6875	>>	1	25	65
chr2,chr15	48886252,32766466	48886271,32766485	-,-	53.6875,48.46875	>>	1	25	65
chr2,chr1	48886252,21411386	48886271,21411405	-,+	53.6875,48.4375	>>	1	25	65
chr2,chr6	48886252,43686121	48886271,43686140	-,+	53.6875,48.3125	>>	1	25	65
chr2,chr13	48886252,30260113	48886271,30260132	-,-	53.6875,48.25	>>	1	25	65
chr2,chr9	48886252,60245108	48886271,60245127	-,+	53.6875,47.96875	>>	1	25	65
chr2,chr1	48886252,103799500	48886271,103799519	-,+	53.6875,47.9375	>>	1	25	65
chr2,chr7	48886252,86211545	48886271,86211564	-,-	53.6875,47.9375	>>	1	25	65
chr2,chr11	48886252,40149490	48886271,40149509	-,-	53.6875,47.46875	>>	1	25	65
chr2,chr11	48886252,25862970	48886271,25862989	-,-	53.6875,47.1875	>>	1	25	65
chr2,chr16	48886252,72218208	48886271,72218227	-,+	53.6875,47.125	>>	1	25	65
chr2,chr15	48886252,44836383	48886271,44836402	-,+	53.6875,47.125	>>	1	25	65
chr2,chr16	48886252,64748436	48886271,64748455	-,-	53.6875,47.0	>>	1	25	65
chr2,chr17	48886252,86906315	48886271,86906334	-,-	53.6875,46.8125	>>	1	25	65
chr2,chr18	48886252,57976796	48886271,57976815	-,+	53.6875,46.8125	>>	1	25	65
chr2,chr3	48886252,14679375	48886271,14679394	-,+	53.6875,46.8125	>>	1	25	65
chr2,chr6	48886252,13281045	48886271,13281064	-,-	53.6875,46.75	>>	1	25	65
chr2,chr12	48886252,17554309	48886271,17554328	-,-	53.6875,46.625	>>	1	25	65
chr2,chr3	48886252,68056531	48886271,68056550	-,+	53.6875,46.625	>>	1	25	65
chr2,chr3	48886252,9711102	48886271,9711121	-,+	53.6875,46.5625	>>	1	25	65
chr2,chr16	48886252,37109440	48886271,37109459	-,+	53.6875,46.34375	>>	1	25	65
chr2,chr3	48886252,153655299	48886271,153655318	-,-	53.6875,46.0625	>>	1	25	65
chr2,chr16	48886252,96671788	48886271,96671807	-,-	53.6875,46.0625	>>	1	25	65
chr2,chr18	48886252,58481865	48886271,58481884	-,-	53.6875,45.875	>>	1	25	65
chr2,chr7	48886252,125393828	48886271,125393847	-,-	53.6875,45.75	>>	1	25	65
chr2,chr16	48886252,25349805	48886271,25349824	-,-	53.6875,45.625	>>	1	25	65
chr2,chr4	48886252,74231656	48886271,74231675	-,-	53.6875,45.375	>>	1	25	65
chr2,chr4	48886252,74231658	48886271,74231677	-,+	53.6875,45.21875	>>	1	25	65
chr2,chr13	48886252,89543209	48886271,89543228	-,-	53.6875,45.1875	>>	1	25	65
chr2,chr1	48886252,179477243	48886271,179477262	-,-	53.6875,45.0	>>	1	25	65
chr2,chr4	48886252,127368529	48886271,127368548	-,+	53.6875,44.75	>>	1	25	65
chr2,chr3	48886252,25220803	48886271,25220822	-,-	53.6875,44.625	>>	1	25	65
chr2,chr12	48886252,41487217	48886271,41487236	-,-	53.6875,44.5625	>>	1	25	65
chr2,chr14	48886252,102510621	48886271,102510640	-,-	53.6875,44.40625	>>	1	25	65
chr2,chr4	48886252,25180062	48886271,25180081	-,-	53.6875,44.375	>>	1	25	65
chr2,chr3	48886252,31146116	48886271,31146135	-,+	53.6875,44.1875	>>	1	25	65
chr2,chr16	48886252,58299639	48886271,58299658	-,+	53.6875,44.125	>>	1	25	65
chr2,chr5	48886252,16309782	48886271,16309801	-,+	53.6875,43.9375	>>	1	25	65
chr2,chr7	48886252,118102436	48886271,118102455	-,-	53.6875,43.875	>>	1	25	65
chr2,chr5	48886252,16309780	48886271,16309799	-,-	53.6875,43.75	>>	1	25	65
chr2,chr13	48886252,51830906	48886271,51830925	-,+	53.6875,43.625	>>	1	25	65
chr2,chr6	48886252,100882571	48886271,100882590	-,+	53.6875,43.59375	>>	1	25	65
chr2,chr1	48886252,54381456	48886271,54381475	-,-	53.6875,43.5625	>>	1	25	65
chr2,chr7	48886252,143153991	48886271,143154010	-,+	53.6875,43.375	>>	1	25	65
chr2,chr9	48886252,122729740	48886271,122729759	-,-	53.6875,43.3125	>>	1	25	65
chr2,chr2	48886252,113494885	48886271,113494904	-,+	53.6875,43.1875	>>	1	25	65
chr2,chr12	48886252,74013946	48886271,74013965	-,-	53.6875,43.125	>>	1	25	65
chr2,chr13	48886252,113877596	48886271,113877615	-,+	53.6875,43.125	>>	1	25	65
chr2,chr1	48886252,120586652	48886271,120586671	-,+	53.6875,43.09375	>>	1	25	65
chr2,chr17	48886252,42603598	48886271,42603617	-,-	53.6875,43.0625	>>	1	25	65
chr2,chr8	48886252,50293731	48886271,50293750	-,-	53.6875,42.875	>>	1	25	65
chr2,chr1	48886252,5905000	48886271,5905019	-,-	53.6875,42.8125	>>	1	25	65
chr2,chr16	48886252,27468962	48886271,27468981	-,+	53.6875,42.75	>>	1	25	65
chr2,chr15	48886252,70921072	48886271,70921091	-,-	53.6875,42.625	>>	1	25	65
chr2,chr8	48886252,91797706	48886271,91797725	-,+	53.6875,42.59375	>>	1	25	65
chr2,chr3	48886252,80079950	48886271,80079969	-,+	53.6875,42.5	>>	1	25	65
chr2,chr18	48886252,16211890	48886271,16211909	-,-	53.6875,42.46875	>>	1	25	65
chr2,chr3	48886252,113080921	48886271,113080940	-,-	53.6875,42.46875	>>	1	25	65
chr2,chr2	48886252,17415562	48886271,17415581	-,-	53.6875,42.34375	>>	1	25	65
chr2,chr7	48886252,49121484	48886271,49121503	-,-	53.6875,42.3125	>>	1	25	65
chr2,chr18	48886252,16211892	48886271,16211911	-,+	53.6875,42.3125	>>	1	25	65
chr2,chr8	48886252,26184368	48886271,26184387	-,+	53.6875,42.21875	>>	1	25	65
chr2,chr2	48886252,37815860	48886271,37815879	-,+	53.6875,42.1875	>>	1	25	65
chr12,chr9	35192359,15685383	35192378,15685402	-,+	53.65625,54.0	>>	1	25	65
